Facility Id,FRS Id,Facility Name,City,State,Zip Code,Address,County,Latitude,Longitude,Primary NAICS Code,Industry Type (subparts),Industry Type (sectors),Total reported direct emissions,CO2 emissions (non-biogenic) ,Methane (CH4) emissions ,Nitrous Oxide (N2O) emissions ,HFC emissions,PFC emissions,SF6 emissions ,NF3 emissions,Other Fully Fluorinated GHG emissions,HFE emissions,Very Short-lived Compounds emissions,Other GHGs (metric tons CO2e),Biogenic CO2 emissions (metric tons),Stationary Combustion,Electricity Generation,Adipic Acid Production,Aluminum Production,Ammonia Manufacturing,Cement Production,Electronics Manufacture,Ferroalloy Production,Fluorinated GHG Production,Glass Production,HCFC–22 Production from HFC–23 Destruction,Hydrogen Production,Iron and Steel Production,Lead Production,Lime Production,Magnesium Production,Miscellaneous Use of Carbonates,Nitric Acid Production,Petroleum and Natural Gas Systems – Offshore Production,Petroleum and Natural Gas Systems – Processing,Petroleum and Natural Gas Systems – Transmission/Compression,Petroleum and Natural Gas Systems – Underground Storage,Petroleum and Natural Gas Systems – LNG Storage,Petroleum and Natural Gas Systems – LNG Import/Export,Petrochemical Production,Petroleum Refining,Phosphoric Acid Production,Pulp and Paper Manufacturing,Silicon Carbide Production,Soda Ash Manufacturing,Titanium Dioxide Production,Underground Coal Mines,Zinc Production,Municipal Landfills,Industrial Wastewater Treatment,Manufacture of Electric Transmission and Distribution Equipment,Industrial Waste Landfills,Is some CO2 collected on-site and used to manufacture other products and therefore not emitted from the affected manufacturing process unit(s)? (as reported under Subpart G or S),"Is some CO2 reported as emissions from the affected manufacturing process unit(s) under Subpart AA, G or P collected and transferred off-site or injected (as reported under Subpart PP)?",Does the facility employ continuous emissions monitoring? 
1003416,1.10044E+11,"CONTINENTAL TIRE the AMERICAS, LLC",MOUNT VERNON,IL,62864,11525 NORTH ILLINOIS HIGHWAY 142,JEFFERSON COUNTY,38.29,-88.89,326211,C,Other,"73,564.22","73,488.60",34.5,41.12,,,,,,,,,,"73,564.22",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N
1005955,1.10014E+11,CONTRA COSTA SANITARY LANDFILL,ANTIOCH,CA,94509,,CONTRA COSTA COUNTY,37.99,-121.85,562212,HH,Waste,"20,294.25",,"20,294.25",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"20,294.25",,,,N,N,N
1004630,1.10001E+11,CONVENT REFINERY,CONVENT,LA,70723,10700 La. 44,ST. JAMES PARISH,30.11,-90.9,324110,"C,MM-REF,Y","Petroleum Product Suppliers,Refineries","2,370,044.36","2,357,948.10","5,563.50","6,532.76",,,,,,,,,,"1,405,073.48",,,,,,,,,,,,,,,,,,,,,,,,,"964,970.88",,,,,,,,,,,,N,N,N
1004220,1.1E+11,COOPER TIRE AND RUBBER CO *,FINDLAY,OH,45840,701 LIMA AVE.,HANCOCK COUNTY,41.03,-83.66,326211,C,Other,"25,322.90","25,296.60",12,14.3,,,,,,,,,,"25,322.90",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N
1002997,1.1E+11,COOPER TIRE COMPANY,TEXARKANA,AR,71854,3500 WASHINGTON RD.,MILLER COUNTY,33.42,-94,326211,C,Other,"34,335.52","34,299.90",16.25,19.37,,,,,,,,,,"34,335.52",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N
1003706,1.1E+11,"COOPER TIRE COMPANY, THE",TUPELO,MS,38804,1804 SOUTH GREEN STREET,LEE COUNTY,34.23,-88.71,326211,C,Other,"29,215.84","29,185.70",13.75,16.39,,,,,,,,,,"29,215.84",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N
1007963,1.10041E+11,COPPER MOUNTAIN LANDFILL,WELLTON,AZ,85356,34853 E COUNTY 12TH ST.,YUMA COUNTY,32.65,-114.04,562212,HH,Waste,"107,177.50",,"107,177.50",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"107,177.50",,,,N,N,N
1004974,1.1007E+11,COPPER VALLEY ELECTRIC ASSOC (CoGen),Valdez,AK,99686,,VALDEZ-CORDOVA CENSUS AREA,61.08,-146.3,221112,C,Power Plants,"20,272.19","20,196.90",22.25,53.04,,,,,,,,,,"20,272.19",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N
1002138,1.10024E+11,CORN LP,GOLDFIELD,IA,50542,1303 HIGHWAY 3 EAST,WRIGHT COUNTY,42.73,-93.91,325193,C,Other,"95,669.64","95,571.00",45,53.64,,,,,,,,,,"95,669.64",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N
1002462,1.10041E+11,CORNING DIESEL MANUFACTURING FACILITY,PAINTED POST,NY,14870,890 ADDISON RD,STEUBEN COUNTY,42.11,-77.16,327999,C,Minerals,"89,802.61","89,710.00",42.25,50.36,,,,,,,,,,"89,802.61",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N
1006643,1.10002E+11,CORNING INCORPORATED - BLACKSBURG PLANT,CHRISTIANSBURG,VA,24073,3050 N FRANKLIN ST,MONTGOMERY COUNTY,37.17,-80.42,327999,C,Minerals,"30,151.14","30,119.90",14.25,16.99,,,,,,,,,,"30,151.14",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N
1003175,1.10028E+11,"CORONA ENERGY PARTNERS, Ltd",Bakersfield,CA,93308,34759 Lencioni Ave,KERN COUNTY,35.45,-119.09,221112,C,Power Plants,"49,239.46","49,188.50",23.25,27.71,,,,,,,,,,"49,239.46",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N
1004224,1.10044E+11,CORRALITOS REGIONAL LANDFILL,LAS CRUCES,NM,88005,14535 ROBERT LARSON BLVD,DONA ANA COUNTY,32.26,-107.03,562212,HH,Waste,"66,237.00",,"66,237.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"66,237.00",,,,N,N,N
1003036,1.10014E+11,CORTLAND COUNTY INTERIM II LANDFILL/WEST SIDE EXT,MCGRAW,NY,13101,,CORTLAND COUNTY,42.63,-76.07,562212,"C,HH",Waste,"30,633.80",23.8,"30,610.00",,,,,,,,,,,23.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"30,610.00",,,,N,N,N
1007579,1.10016E+11,COSHOCTON LANDFILL INC *,COSHOCTON,OH,43812,19469 CO RD 7,COSHOCTON COUNTY,40.22,-81.83,562212,HH,Waste,"22,764.75",,"22,764.75",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"22,764.75",,,,N,N,N
1003216,1.10011E+11,COTTONWOOD HILLS LANDFILL,MARISSA,IL,62257,10400 HILLSTOWN ROAD,ST. CLAIR COUNTY,38.26,-89.78,562212,"C,HH",Waste,"46,634.90",376.9,"46,258.00",,,,,,,,,,,376.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"46,258.00",,,,N,N,N
1005899,1.10018E+11,COUNTRYMARK REFINING & LOGISTICS LLC,MT VERNON,IN,47620,1200 REFINERY RD,POSEY COUNTY,37.93,-87.9,324110,"C,MM-REF,Y","Petroleum Product Suppliers,Refineries","189,223.62","187,832.40",865.25,525.97,,,,,,,,,,"133,071.03",,,,,,,,,,,,,,,,,,,,,,,,,"56,152.59",,,,,,,,,,,,N,N,N
1007992,1.10014E+11,COUNTRYSIDE LANDFILL,GRAYSLAKE,IL,60030,31725 N RT 83,LAKE COUNTY,42.32,-88.02,562212,"C,HH",Waste,"75,093.40","1,224.80","73,868.00",0.6,,,,,,,,,,"1,225.90",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"73,867.50",,,,N,N,N
1007975,1.10034E+11,COUNTY ENVIRONMENTAL LANDFILL OF CLARION,LEEPER,PA,16233,344 WALLEY RUN DRIVE,CLARION COUNTY,41.39,-79.29,562212,"C,HH",Waste,"6,565.95",33.2,"6,532.75",,,,,,,,,,,33.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"6,532.75",,,,N,N,N
1002555,1.10031E+11,COUNTY ENVIRONMENTAL Landfill OF WYANDOT,CAREY,OH,43316,11164 COUNTY ROAD 4,WYANDOT COUNTY,40.91,-83.33,562212,"C,HH",Waste,"24,490.95",14.7,"24,476.25",,,,,,,,,,,14.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"24,476.25",,,,N,N,N
1007024,1.10002E+11,COUNTY LINE LANDFILL,ARGOS,IN,46501,7922 NORTH OLD US HWY 31,FULTON COUNTY,41.17,-86.23,562212,"C,HH",Waste,"66,306.30",37.8,"66,268.50",,,,,,,,,,,37.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"66,268.50",,,,N,N,N
1008003,1.10009E+11,COUNTYWIDE RECYCLING & DISPOSAL FACILITY,EAST SPARTA,OH,44626,3619 GRACEMONT STREET SW,STARK COUNTY,40.67,-81.42,562212,"C,HH",Waste,"62,367.35",9.6,"62,357.75",,,,,,,,,,,9.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"62,357.75",,,,N,N,N
1007631,1.1001E+11,COURTNEY RIDGE LANDFILL,SUGAR CREEK,MO,64058,2001 N COURTNEY ROAD,JACKSON COUNTY,39.14,-94.39,562212,"C,HH",Waste,"85,590.80",58.8,"85,532.00",,,,,,,,,,,58.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"85,532.00",,,,N,N,N
1001813,1.10002E+11,"COVANTA ALEXANDRIA/ARLINGTON, INC",ALEXANDRIA,VA,22304,5301 EISENHOWER AVENUE,ALEXANDRIA CITY,38.8,-77.13,562213,C,Waste,"113,105.99","106,375.30","2,624.25","4,106.44",,,,,,,,,"191,681.10","113,105.99",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N
1005870,1.10028E+11,"COVANTA BABYLON, INC.",WEST BABYLON,NY,11704,125 GLEAM STREET,SUFFOLK COUNTY,40.73,-73.38,562213,C,Waste,"85,013.46","79,947.10","1,975.50","3,090.86",,,,,,,,,"144,438.70","85,013.46",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N
1005172,1.10034E+11,"COVANTA BRISTOL, INC",BRISTOL,CT,6010,170 ENTERPRISE DRIVE,HARTFORD COUNTY,41.65,-72.92,562213,C,Waste,"73,013.69","68,773.00","1,653.75","2,586.94",,,,,,,,,"119,486.10","73,013.69",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N
1000293,1.10001E+11,COVANTA ENERGY,INDIANAPOLIS,IN,46221,2320 S HARDING ST,MARION COUNTY,39.73,-86.19,562213,C,Waste,"382,440.11","367,725.80","5,738.25","8,976.06",,,,,,,,,"324,630.20","382,440.11",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N
1005179,1.10009E+11,COVANTA HAVERHILL INC,HAVERHILL,MA,1835,100 RECOVERY WAY,ESSEX COUNTY,42.77,-71.12,562213,C,Waste,"245,683.92","233,099.50","4,906.75","7,677.67",,,,,,,,,"338,683.00","245,683.92",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N
1002398,1.10034E+11,COVANTA HEMPSTEAD,WESTBURY,NY,11590,600 MERCHANTS CONCOURSE,NASSAU COUNTY,40.74,-73.59,562213,C,Waste,"342,992.86","321,063.00","8,469.50","13,460.36",,,,,,,,,"602,862.00","342,992.86",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N
1007914,1.10071E+11,COVANTA HONOLULU RESOURCE RECOVERY VENTURE (H-POWER),KAPOLEI,HI,96707,91-174 HANUA ST,HONOLULU COUNTY,21.3,-158.11,562213,C,Waste,"225,553.23","212,984.50","4,900.00","7,668.73",,,,,,,,,"395,405.60","225,553.23",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N
1002400,1.1002E+11,COVANTA HUNTINGTON,EAST NORTHPORT,NY,11731,99 TOWN LINE RD.,SUFFOLK COUNTY,40.88,-73.29,562213,C,Waste,"113,010.92","105,995.00","2,735.75","4,280.17",,,,,,,,,"204,644.40","113,010.92",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N
1003242,1.10006E+11,COVANTA LAKE II INC,OKAHUMPKA,FL,34762,3830 ROGERS INDUSTRIAL PARK ROAD,LAKE COUNTY,28.74,-81.89,562213,C,Waste,"59,843.28","56,456.50","1,320.75","2,066.03",,,,,,,,,"94,164.60","59,843.28",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N
1001646,1.10002E+11,"COVANTA MARION, INC",BROOKS,OR,97305,4850 BROOKLAKE ROAD NORTHEAST,MARION COUNTY,45.05,-122.96,562213,C,Waste,"77,776.22","74,177.90","1,403.25","2,195.07",,,,,,,,,"86,419.20","77,776.22",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N
1007884,1.10002E+11,COVANTA PLYMOUTH RENEWABLE ENERGY LLC,CONSHOHOCKEN,PA,19428,1155 CONSHOHOCKEN ROAD,MONTGOMERY COUNTY,40.1,-75.31,562213,C,Waste,"149,506.12","141,931.90","2,950.75","4,623.47",,,,,,,,,"227,030.90","149,506.12",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N
1001869,1.10015E+11,COVANTA WARREN ENERGY RESOURCE CO,OXFORD,NJ,7863,218 MOUNT PISGAH ROAD,WARREN COUNTY,40.82,-75.01,562213,C,Waste,"64,925.70","61,372.50","1,385.25","2,167.95",,,,,,,,,"96,815.90","64,925.70",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N
1006827,1.10001E+11,COVESTRO,Proctor,WV,26055,17595 Energy Road,WETZEL COUNTY,39.72,-80.83,325110,C,Chemicals,"23,564.26","23,539.60",11.25,13.41,,,,,,,,,,"23,564.26",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N
1005818,1.10032E+11,COWTOWN GAS PROCESSING PLANT,CLEBURNE,TX,76033,2400 COUNTY ROAD 326,HOOD COUNTY,32.33,-97.68,211112,"C,W-PROC",Petroleum and Natural Gas Systems,"137,834.38","125,670.80","12,093.25",70.33,,,,,,,,,,"116,088.21",,,,,,,,,,,,,,,,,,,21746.166,,,,,,,,,,,,,,,,,,N,N,N
1002472,1.10007E+11,COX CITY GAS PROCESSING PLT,RUSH SPRINGS,OK,73082,1747 CR 1530 ,GRADY COUNTY,34.8,-97.8,211112,"C,NN-FRAC,W-PROC,W-NGTC","Natural Gas and Natural Gas Liquids Suppliers,Petroleum and Natural Gas Systems","23,020.73","18,327.30","4,683.00",10.43,,,,,,,,,,"17,641.18",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N
1002104,1.10014E+11,COYOTE CANYON SANITARY LANDFILL,Newport Beach,CA,92675,20661 Newport Coast Drive,ORANGE COUNTY,33.62,-117.83,562212,HH,Waste,"95,962.75",,"95,962.75",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"95,962.75",,,,N,N,N
1007148,1.1E+11,"CP KELCO US, INC.-OKMULGEE",OKMULGEE,OK,74447,1200 WEST 20TH STREET,OKMULGEE COUNTY,35.61,-95.99,311999,C,Other,"64,708.56","64,641.70",30.5,36.36,,,,,,,,,,"64,708.56",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N
1012682,1.1007E+11,CPG - Easton Compressor Station,Easton,PA,18040,204 Klein Road,NORTHAMPTON COUNTY,40.77,-75.23,486210,"C,W-NGTC",Petroleum and Natural Gas Systems,"35,982.02","34,484.40","1,478.25",19.37,,,,,,,,,,"34,519.92",,,,,,,,,,,,,,,,,,,,1462.1,,,,,,,,,,,,,,,,,N,N,N
1012630,1.1007E+11,CPG - Milford Compressor Station,Milford,PA,18337,216 Firetower Road,PIKE COUNTY,41.36,-74.82,486210,"C,W-NGTC",Petroleum and Natural Gas Systems,"33,358.58","31,366.50","1,974.50",17.58,,,,,,,,,,"31,398.73",,,,,,,,,,,,,,,,,,,,1959.85,,,,,,,,,,,,,,,,,N,N,N
1012614,1.1007E+11,CPG - Smithfield Compressor Station,Smithfield,WV,26437,27470 Shortline Highway,WETZEL COUNTY,39.49,-80.55,486210,"C,W-NGTC",Petroleum and Natural Gas Systems,"19,536.34","17,057.30","2,469.50",9.54,,,,,,,,,,"17,074.24",,,,,,,,,,,,,,,,,,,,2462.1,,,,,,,,,,,,,,,,,N,N,N
1002103,1.1E+11,CPI Operations LLC,PAULSBORO,NJ,8066,4 PARADISE RD.,GLOUCESTER COUNTY,39.84,-75.23,324121,"C,MM-REF,Y","Petroleum Product Suppliers,Refineries","54,777.41","54,648.50",78.25,50.66,,,,,,,,,,"54,508.86",,,,,,,,,,,,,,,,,,,,,,,,,268.55,,,,,,,,,,,,N,N,N
1000226,1.1E+11,CPI USA North Carolina Roxboro,ROXBORO,NC,27573,331 ALLIE CLAY RD,Person,36.44,-78.96,221112,C,Power Plants,"233,935.04","227,045.00","1,994.50","4,895.54",,,,,,,,,"207,211.00","233,935.04",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N
1005420,1.10001E+11,COVE POINT LNG FACILITY,Lusby,MD,20657,2100 Cove Point Rd,CALVERT COUNTY,38.38,-76.41,486210,"C,W-LNGIE",Petroleum and Natural Gas Systems,"297,306.64","293,921.20","3,219.75",165.69,,,,,,,,,,"269,333.24",,,,,,,,,,,,,,,,,,,,,,,27973.402,,,,,,,,,,,,,,N,N,N
1000225,1.10044E+11,CPI USA North Carolina Southport,SOUTHPORT,NC,28461,1281 POWERHOUSE DR SE,Brunswick,33.94,-78.01,221112,C,Power Plants,"402,765.12","391,727.80","3,188.00","7,849.32",,,,,,,,,"333,692.80","402,765.12",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N
1005397,1.10022E+11,CRAIGHEAD COUNTY SOLID WASTE DISPOSAL,JONESBORO,AR,72403,328 COUNTY ROAD 476,CRAIGHEAD COUNTY,35.72,-90.68,562212,HH,Waste,"87,951.25",,"87,951.25",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"87,951.25",,,,N,N,N
1002276,1.1001E+11,CRAWFORD COUNTY SANITARY LANDFILL,BUCYRUS,OH,44820,5128 LINCOLN HIGHWAY EAST,CRAWFORD COUNTY,40.81,-82.87,562212,"C,HH",Waste,"176,316.60",28.1,"176,288.50",,,,,,,,,,,28.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"176,288.50",,,,N,N,N
1005196,1.10003E+11,CRESCENT ACRES LANDFILL,NEW ORLEANS,LA,70126,6599 FLORIDA AVE,ORLEANS PARISH,29.97,-90,562212,HH,Waste,"22,278.50",,"22,278.50",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"22,278.50",,,,N,N,N
1002732,1.10007E+11,CRITTENDEN COUNTY LANDFILL,WEST MEMPHIS,AR,72301,1299 KUHN ROAD,CRITTENDEN COUNTY,35.14,-90.26,562212,HH,Waste,"77,048.50",,"77,048.50",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"77,048.50",,,,N,N,N
1001629,1.10001E+11,CROCKETT COGENERATION PLANT,CROCKETT,CA,94525,550 LORING AVENUE,CONTRA COSTA COUNTY,38.06,-122.21,221112,C,Power Plants,"666,556.14","665,868.40",313.75,373.99,,,,,,,,,,"666,556.14",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N
1005356,1.10038E+11,CROOK COUNTY LANDFILL,PRINEVILLE,OR,97754,5601 SW HOUSTON LAKE RD.,CROOK COUNTY,44.3,-120.91,562111,HH,Waste,"30,365.50",,"30,365.50",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"30,365.50",,,,N,N,N
1007646,1.10008E+11,CROSSROADS LANDFILL,NORRIDGEWOCK,ME,4957,357 MERCER RD,SOMERSET COUNTY,44.71,-69.85,562212,"C,HH",Waste,"24,471.49",929.8,"23,495.50",46.19,,,,,,,,,"12,286.90",995.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"23,475.75",,,,N,N,N
1003158,1.10006E+11,CROSSTEX PROCESSING SERVICES LLC - RIVERSIDE FRACTIONATION,GEISMAR,LA,70734,10280 Louisiana HWY 75,ASCENSION PARISH,30.21,-91.04,211112,"C,NN-FRAC,W-PROC","Natural Gas and Natural Gas Liquids Suppliers,Petroleum and Natural Gas Systems","60,409.27","59,849.80",525.5,33.97,,,,,,,,,,"57,878.23",,,,,,,,,,,,,,,,,,,2531.04,,,,,,,,,,,,,,,,,,N,N,N
1006838,1.10067E+11,"CRUDE OIL TOPPING UNIT, PRUDHOE BAY OPERATIONS CENTER, TARMAC CAMP",Prudhoe Bay,AK,99734,,NORTH SLOPE BOROUGH,70.25,-148.35,211111,"C,MM-REF,Y","Petroleum Product Suppliers,Refineries","23,580.50","23,400.40",157.75,22.35,,,,,,,,,,"22,691.02",,,,,,,,,,,,,,,,,,,,,,,,,889.48,,,,,,,,,,,,N,N,N
1002644,1.10008E+11,CSC DISPOSAL AND LANDFILL,AVALON,TX,76623,101 REPUBLIC WAY,ELLIS COUNTY,32.22,-96.79,562212,HH,Waste,"105,004.25",,"105,004.25",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"105,004.25",,,,N,N,N
1005577,1.10001E+11,CSL BEHRING LLC,BRADLEY,IL,60915,1201 North Kinzie Ave,KANKAKEE COUNTY,41.16,-87.85,325414,C,Chemicals,"46,809.72","46,761.50",22,26.22,,,,,,,,,,"46,809.72",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N
1011772,1.10001E+11,"CSU, San Jose State University",San Jose,CA,95192,1 Washington Square,SANTA CLARA COUNTY,37.33,-121.88,611310,C,Other,"30,587.04","30,555.80",14.25,16.99,,,,,,,,,,"30,587.04",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N
1001627,1.10001E+11,CUMBERLAND COUNTY ANN STREET LANDFILL,FAYETTEVILLE,NC,28301,698 ANN STREET,CUMBERLAND COUNTY,35.06,-78.87,562212,"C,HH",Waste,"56,597.25",0,"56,597.25",,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"56,597.25",,,,N,N,N
1002702,1.10002E+11,CUMBERLAND COUNTY IMPROVEMENT AUTHORITY SWC,MILLVILLE,NJ,8332,169 JESSE BRG RD,CUMBERLAND COUNTY,39.45,-75.09,562212,"C,HH",Waste,"23,654.25",121.7,"23,532.25",0.3,,,,,,,,,,122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"23,532.25",,,,N,N,N
1005361,1.1E+11,"CUTRALE CITRUS JUICES USA, INC.",AUBURNDALE,FL,33823,602 MCKEAN ST.,POLK COUNTY,28.06,-81.8,311411,C,Other,"75,720.82","75,643.00",35.5,42.32,,,,,,,,,,"75,720.82",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N
1006667,1.1E+11,"CUTRALE CITRUS JUICES USA, INC.",LEESBURG,FL,34748,11 CLOUD ST.,LAKE COUNTY,28.81,-81.87,311411,C,Other,"22,051.77","22,029.30",10.25,12.22,,,,,,,,,,"22,051.77",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N
1007902,1.10014E+11,CUYAHOGA REGIONAL SANITARY LANDFILL,SOLON,OH,44139,28625 AMBINA DRIVE,CUYAHOGA COUNTY,41.37,-81.47,562212,HH,Waste,"10,148.50",,"10,148.50",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"10,148.50",,,,N,N,N
1012411,1.10012E+11,"CWA Authority, Inc. Belmont Advanced Wastewater Treatment Plant",Indianapolis,IN,46221,2700 South Belmont Avenue,MARION COUNTY,39.73,-86.2,221320,C,Other,"23,540.81","23,516.70",11,13.11,,,,,,,,,,"23,540.81",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N
1007794,1.1E+11,"CWMI, KHF (MSW LANDFILL B-19)",KETTLEMAN CITY,CA,93239,35251 OLD SKYLINE RD.,KINGS COUNTY,35.96,-120.01,562212,"C,HH",Waste,"48,750.95","1,391.20","47,359.75",,,,,,,,,,,"1,391.20",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"47,359.75",,,,N,N,N
1006142,1.1E+11,CYTEC INDUSTRIES INC,WILLOW ISLAND,WV,26134,1 HEILMAN AVENUE,PLEASANTS COUNTY,39.36,-81.3,325199,C,Chemicals,"35,705.92","35,669.20",16.75,19.97,,,,,,,,,,"35,705.92",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N
1009508,1.10055E+11,Cabin Creek Compressor Station,Baker,MT,59313,1661 Cabin Creek Road,FALLON COUNTY,46.61,-104.42,486210,"C,W-NGTC",Petroleum and Natural Gas Systems,"27,453.76","22,849.20","4,591.75",12.81,,,,,,,,,,"22,868.96",,,,,,,,,,,,,,,,,,,,4584.8,,,,,,,,,,,,,,,,,N,N,N
1005837,1.10001E+11,Cabrillo Power I Encina Power Station,CARLSBAD,CA,92008,4600 CARLSBAD BLVD,San Diego,33.14,-117.33,221112,"C,D",Power Plants,"341,010.99","340,665.20",157.75,188.04,,,,,,,,,,"2,824.34","338,186.65",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N
1010540,1.10031E+11,Cabrillo Power II LLC - Kearny 2 & 3,San Diego,CA,92123,5459 Complex Street,SAN DIEGO COUNTY,32.83,-117.13,221112,C,Power Plants,"7,110.42","7,103.30",3.25,3.87,,,,,,,,,,"7,110.42",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N
1010177,1.1007E+11,Cadiz Gas Processing Plant,Cadiz,OH,43907,43071 Industrial Park Drive,HARRISON COUNTY,40.27,-81.02,211112,"C,NN-FRAC,W-PROC","Natural Gas and Natural Gas Liquids Suppliers,Petroleum and Natural Gas Systems","82,858.82","74,853.80","7,963.00",42.02,,,,,,,,,,"74,426.82",,,,,,,,,,,,,,,,,,,8431.998,,,,,,,,,,,,,,,,,,N,N,N
1005508,1.10044E+11,Caesars Entertainment Consolidated Properties Source ID 257,Las Vegas,NV,89109,One Caesars Palace Drive,CLARK COUNTY,36.12,-115.17,721120,C,Other,"57,911.83","57,852.10",27.25,32.48,,,,,,,,,,"57,911.83",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N
1000450,1.10041E+11,Caithness Long Island Energy Center,Yaphank,NY,11719,50 ZORN BOULEVARD,Suffolk,40.81,-72.94,221112,"C,D",Power Plants,"898,274.58","897,364.60",415,494.98,,,,,,,,,,62.6,"898,211.98",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N
1006724,1.10019E+11,Caja del Rio Landfill,Santa Fe,NM,87506,149 Wildlife Way,SANTA FE COUNTY,35.68,-106.09,562212,"C,HH",Waste,"27,217.90",65.1,"27,152.50",0.3,,,,,,,,,,65.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"27,152.50",,,,N,N,N
