Facility Id,FRS Id,Facility Name,City,State,Zip Code,Address,County,Latitude,Longitude,Primary NAICS Code,Industry Type (subparts),Industry Type (sectors),Total reported direct emissions,CO2 emissions (non-biogenic) ,Methane (CH4) emissions ,Nitrous Oxide (N2O) emissions ,HFC emissions,PFC emissions,SF6 emissions ,NF3 emissions,Other Fully Fluorinated GHG emissions,HFE emissions,Very Short-lived Compounds emissions,Other GHGs (metric tons CO2e),Biogenic CO2 emissions (metric tons),Stationary Combustion,Electricity Generation,Adipic Acid Production,Aluminum Production,Ammonia Manufacturing,Cement Production,Electronics Manufacture,Ferroalloy Production,Fluorinated GHG Production,Glass Production,HCFC–22 Production from HFC–23 Destruction,Hydrogen Production,Iron and Steel Production,Lead Production,Lime Production,Magnesium Production,Miscellaneous Use of Carbonates,Nitric Acid Production,Petroleum and Natural Gas Systems – Offshore Production,Petroleum and Natural Gas Systems – Processing,Petroleum and Natural Gas Systems – Transmission/Compression,Petroleum and Natural Gas Systems – Underground Storage,Petroleum and Natural Gas Systems – LNG Storage,Petroleum and Natural Gas Systems – LNG Import/Export,Petrochemical Production,Petroleum Refining,Phosphoric Acid Production,Pulp and Paper Manufacturing,Silicon Carbide Production,Soda Ash Manufacturing,Titanium Dioxide Production,Underground Coal Mines,Zinc Production,Municipal Landfills,Industrial Wastewater Treatment,Manufacture of Electric Transmission and Distribution Equipment,Industrial Waste Landfills,Is some CO2 collected on-site and used to manufacture other products and therefore not emitted from the affected manufacturing process unit(s)? (as reported under Subpart G or S),"Is some CO2 reported as emissions from the affected manufacturing process unit(s) under Subpart AA, G or P collected and transferred off-site or injected (as reported under Subpart PP)?",Does the facility employ continuous emissions monitoring? 
1006665,1.10014E+11,3M CORDOVA,CORDOVA,IL,61242,22614 ROUTE 84 NORTH,ROCK ISLAND COUNTY,41.76,-90.28,325998,"C,L,OO","Chemicals,Industrial Gas Suppliers","657,865.90","28,548.50",13.5,16.39,"12,856.99","548,818.09","1,322.40",,"50,165.58","4,150.01",8.63,"11,965.80",,"28,578.39",,,,,,,,"629,287.51",,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N
1004836,1.1E+11,3M Cottage Grove Center - Site,Cottage Grove,MN,55016,10746 Innovation Rd,WASHINGTON COUNTY,44.79,-92.91,325998,"C,L,N,OO","Chemicals,Industrial Gas Suppliers,Minerals","49,540.27","32,804.80",20,44.4,141.18,,,,"14,213.00",54.88,0.82,"2,261.20","2,006.90","32,265.30",,,,,,,,"16,671.07",603.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N
1003408,1.10041E+11,3M INDUSTRIAL MINERAL PRODUCTS DIVISION,LITTLE ROCK,AR,72206,3110 WALTERS DRIVE,PULASKI COUNTY,34.71,-92.24,212399,C,Other,"33,733.43","33,689.50",18,25.93,,,,,,,,,,"33,733.43",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N
1004914,1.1E+11,3M MAGNETIC TAPE MANUFACTURING DIVISION,HUTCHINSON,MN,55350,905-915 ADAMS STREET SOUTHEAST,MCLEOD COUNTY,44.88,-94.36,326199,C,Other,"39,621.30","39,580.20",18.75,22.35,,,,,,,,,,"39,621.30",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N
1004804,1.1E+11,3M NEVADA PLANT,NEVADA,MO,64772,2120 E. AUSTIN,VERNON COUNTY,37.83,-94.33,326113,C,Other,"31,562.83","31,530.50",14.75,17.58,,,,,,,,,,"31,562.83",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N
1013282,,3M Pittsboro,Moncure,NC,27559,4191 Hwy 87 South,,35.66,-79.18,327999,C,Minerals,"25,996.85","25,970.00",12.25,14.6,,,,,,,,,,"25,996.85",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N
1001106,1.10041E+11,48th Street Peaking Station,HOLLAND,MI,49423,491 E 48TH ST,Allegan,42.76,-86.09,221112,"C,D",Power Plants,"49,160.67","49,110.80",22.75,27.12,,,,,,,,,,101.5,"49,059.17",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N
1004680,1.10014E+11,58TH ST LF (MAIN COUNTY LF),MIAMI,FL,33178,8831 NW 58TH ST,MIAMI-DADE COUNTY,25.83,-80.35,562212,HH,Waste,"63,873.50",,"63,873.50",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"63,873.50",,,,N,N,N
1000766,1.10019E+11,59th Street,NEW YORK,NY,10019,850 12TH AVE,New York,40.77,-73.99,221330,C,Power Plants,"149,968.98","149,813.60",70.75,84.63,,,,,,,,,,"149,968.98",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N
1007733,1.10041E+11,69TH ST WWTP,HOUSTON,TX,77020,2525 SSGT MACARIO GARCIA DR,HARRIS COUNTY,29.76,-95.3,221320,C,Other,"21,730.67","21,708.20",10.25,12.22,,,,,,,,,,"21,730.67",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N
1000767,1.10019E+11,74th Street,NEW YORK,NY,10021,506 E 75TH ST,New York,40.77,-73.95,221330,C,Power Plants,"174,902.71","174,717.20",83,102.51,,,,,,,,,,"174,902.71",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N
1001033,1.10045E+11,A B Brown Generating Station,MOUNT VERNON,IN,47620,8511 WELBORN ROAD,Posey,37.91,-87.72,221112,D,Power Plants,"2,386,473.35","2,367,453.90","6,958.50","12,060.95",,,,,,,,,,,"2,386,473.35",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N
1012058,1.10068E+11,"A.C.M.S., Inc.",Lake Panasoffkee,FL,33538,835 CR 529,SUMTER COUNTY,28.74,-82.09,562212,HH,Waste,"210,709.75",,"210,709.75",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"210,709.75",,,,N,N,N
1013527,,A.J. Mihm Generating Station,Pelkie,MI,49958,816017 Sarya Road,,46.79,-88.62,221112,C,Power Plants,"123,398.14","123,271.00",58,69.14,,,,,,,,,,"123,398.14",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N
1006009,1.10018E+11,ABB Inc.,Mt. Pleasant,PA,15666,100 Distribution Circle,WESTMORELAND COUNTY,40.18,-79.58,335313,SS,Other,"11,023.80",,,,,,"11,023.80",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"11,023.80",,N,N,N
1002983,1.10018E+11,ABBOTT PARK FACILITY,ABBOTT PARK,IL,60064,100 ABBOTT PARK RD,LAKE COUNTY,42.3,-87.89,424210,C,Other,"55,009.39","54,952.40",26,30.99,,,,,,,,,,"55,009.39",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N
1007514,1.10008E+11,ABBVIE LTD.,BARCELONETA,PR,617,RD 2 KM 58.0,BARCELONETA MUNICIPIO,18.43,-66.57,325412,C,Chemicals,"64,383.47","64,300.00",34,49.47,,,,,,,,,,"64,383.47",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N
1004511,1.1E+11,ABC COKE,TARRANT,AL,35217,ONE RAILROAD AVENUE,JEFFERSON COUNTY,33.58,-86.78,324199,"C,Q",Metals,"171,414.20","171,264.60",45,104.6,,,,,,,,,,"162,236.11",,,,,,,,,,,,"9,178.08",,,,,,,,,,,,,,,,,,,,,,,,,N,N,N
1005353,1.10038E+11,ABERDEEN ENERGY LLC,MINA,SD,57451,13435 370TH AVENUE,EDMUNDS COUNTY,45.44,-98.79,325193,C,Other,"196,953.31","196,750.00",92.75,110.56,,,,,,,,,,"196,953.31",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N
1006971,1.10064E+11,ABERDEEN PROVING GROUND-Aberdeen Area & Edgewood Area,APG,MD,21005,4304 Susquehanna Ave,HARFORD COUNTY,39.4,-76.31,928110,C,Other,"95,765.88","95,626.40",54.25,85.23,,,,,,,,,,"95,765.88",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N
1002627,1.10027E+11,ABSOLUTE ENERGY LLC,ST ANSGAR (MONA),IA,50472,1372 STATELINE ROAD,MITCHELL COUNTY,43.5,-92.92,325193,"C,II","Other,Waste","142,519.35","142,197.90",239.5,81.95,,,,,,,,,577.4,"142,347.85",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,171.5,,,N,N,N
1006529,1.10014E+11,ACADIA PARISH POLICE JURY - ACADIA PARISH SANITARY LANDFILL,EGAN,LA,70531,611 PETAL RD,ACADIA PARISH,30.26,-92.53,562111,HH,Waste,"45,082.50",,"45,082.50",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"45,082.50",,,,N,N,N
1002685,1.10044E+11,AC 857 A,Offshore,TX,0,,,26.3,-94.9,211120,"C,W-OFFSH",Petroleum and Natural Gas Systems,"195,340.75","190,343.90","4,833.25",163.6,,,,,,,,,,"181,583.67",,,,,,,,,,,,,,,,,,13757.086,,,,,,,,,,,,,,,,,,,N,N,N
1004761,1.10014E+11,ACE ETHANOL LLC,STANLEY,WI,54768,815 WEST MAPLE STREET,CHIPPEWA COUNTY,44.96,-90.96,325193,"C,PP","Other,Suppliers of CO2","69,300.84","69,229.60",32.5,38.74,,,,,,,,,,"69,300.84",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N
1005601,1.10007E+11,ACME BRICK CO ELGIN PLANT,ELGIN,TX,78621,1776 OLD MCDADE RD,BASTROP COUNTY,30.33,-97.29,327120,C,Minerals,"26,692.30","26,664.90",12.5,14.9,,,,,,,,,,"26,692.30",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N
1005046,1.10007E+11,ACME GYPSUM FACILITY,QUANAH,TX,79252,4164 HIGHWAY 285,HARDEMAN COUNTY,34.32,-99.82,327420,C,Minerals,"39,773.00","39,731.90",18.75,22.35,,,,,,,,,,"39,773.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N
1002731,1.10062E+11,ADA COGENERATION,ADA,MI,49355,7575 FULTON STREET EAST,KENT COUNTY,42.96,-85.48,221112,C,Power Plants,"85,831.68","85,742.90",40.5,48.28,,,,,,,,,,"85,831.68",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N
1003752,1.1004E+11,"ADA Carbon Solutions (Red River), LLC",Coushatta,LA,71019,201 Red River Mine Road,RED RIVER PARISH,32.01,-93.39,325998,C,Chemicals,"194,427.16","194,415.10",5.5,6.56,,,,,,,,,,"194,427.16",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N
1003422,1.10009E+11,ADKINS ENERGY LLC,LENA,IL,61048,4350 WEST GALENA ROAD,STEPHENSON COUNTY,42.36,-89.8,325193,C,Other,"86,205.08","86,116.30",40.5,48.28,,,,,,,,,,"86,205.08",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N
1002154,1.10013E+11,ADM - MANKATO,MANKATO,MN,56001,2019 3RD AVENUE,BLUE EARTH COUNTY,44.19,-94,311225,C,Other,"139,900.22","138,951.60",348.75,599.87,,,,,,,,,,"139,900.22",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N
1006047,1.10011E+11,ADM CORN PROCESSING,CEDAR RAPIDS,IA,52404,1350 WACONIA AVENUE SOUTHWEST,LINN COUNTY,41.92,-91.69,311221,"C,II","Other,Waste","2,338,390.15","2,324,242.10","5,699.75","8,448.30",,,,,,,,,"2,551.40","2,337,631.90",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,758.25,,,N,N,N
1006208,1.1E+11,ADM CORN PROCESSING,CLINTON,IA,52732,1251 BEAVER CHANNEL PARKWAY,CLINTON COUNTY,41.82,-90.21,311221,"C,TT","Other,Waste","2,110,774.53","2,094,574.30","6,118.00","10,082.23",,,,,,,,,"77,446.00","2,110,545.78",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,228.75,N,N,N
1010610,1.10033E+11,ADM Deerfield,Deerfield,MO,64741,17700 South Highway T,VERNON COUNTY,37.81,-94.59,311224,C,Other,"41,564.84","41,522.10",19.5,23.24,,,,,,,,,,"41,564.84",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N
1011855,1.10002E+11,ADM Fostoria,Fostoria,OH,44830,608 FINDLAY ROAD,HANCOCK COUNTY,41.15,-83.43,311224,C,Other,"27,777.30","27,748.80",13,15.5,,,,,,,,,,"27,777.30",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N
1000376,1.10041E+11,ADM QUINCY,QUINCY,IL,62305,2100 GARDNER EXPRESSWAY,ADAMS COUNTY,39.9,-91.41,311224,C,Other,"104,084.41","103,977.00",49,58.41,,,,,,,,,,"104,084.41",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N
1006080,1.10027E+11,ADM SOUTHERN CELLULOSE PROD.IN,CHATTANOOGA,TN,37410,103 W 45TH ST,HAMILTON COUNTY,35,-85.32,322110,C,Pulp and Paper,"26,863.85","26,835.90",12.75,15.2,,,,,,,,,,"26,863.85",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N
1000034,1.10067E+11,ADM SOYBEAN PROCESSING - DES MOINES,DES MOINES,IA,50313,1935 EAST EUCLID AVENUE,POLK COUNTY,41.63,-93.58,311224,C,Other,"153,766.68","152,702.20",391,673.48,,,,,,,,,,"153,766.68",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N
1011961,1.10012E+11,ADM Valdosta,Valdosta,GA,31601,1841 Clay Road,LOWNDES COUNTY,30.83,-83.25,311224,C,Other,"52,420.73","51,831.70",101.5,487.53,,,,,,,,,"40,060.40","52,420.73",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N
1001991,1.10001E+11,ADRIAN LANDFILL,ADRIAN,MI,49221,1970 N OGDEN HWY,LENAWEE COUNTY,41.89,-83.99,562212,HH,Waste,"6,576.25",,"6,576.25",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"6,576.25",,,,N,N,N
1001633,1.1007E+11,ADS-CEDAR HILL LANDFILL,RAGLAND,AL,35131,1319 NO BUSINESS CREEK ROAD,ST. CLAIR COUNTY,33.68,-86.25,562212,"C,HH",Waste,"141,324.16",,"141,303.00",21.16,,,,,,,,,"5,840.50",30.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"141,294.00",,,,N,N,N
1001636,1.10014E+11,ADS-PECAN ROW-EVERGREEN LANDFILLS,VALDOSTA,GA,31601,2995 WETHERINGTON LANE,LOWNDES COUNTY,30.81,-83.36,562212,HH,Waste,"319,537.00",,"319,537.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"319,537.00",,,,N,N,N
1006790,1.10041E+11,ADS-STAR RIDGE LANDFILL,MOODY,AL,35004,3301 ACMAR ROAD,ST. CLAIR COUNTY,33.61,-86.52,562212,HH,Waste,"151,287.25",,"151,287.25",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"151,287.25",,,,N,N,N
1002094,1.10034E+11,ADS/MCLEAN COUNTY LANDFILL,BLOOMINGTON,IL,61704,2105 W OAKLAND AVE,MCLEAN COUNTY,40.47,-89.03,562212,HH,Waste,"4,266.75",,"4,266.75",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"4,266.75",,,,N,N,N
1001845,1.10044E+11,ADVANCED DISPOSAL CRANBERRY CREEK LANDFILL LLC,WISCONSIN RAPIDS,WI,54495,2510 ENGEL ROAD,WOOD COUNTY,44.41,-89.85,562212,"C,HH",Waste,"20,077.15",148.9,"19,928.25",,,,,,,,,,,148.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"19,928.25",,,,N,N,N
1003038,1.10007E+11,"ADVANCED DISPOSAL MAPLE HILL LANDFILL, LLC",MACON,MO,63552,31226 INTREPID ROAD,MACON COUNTY,39.73,-92.54,562212,"C,HH",Waste,"21,802.70",70.9,"21,731.50",0.3,,,,,,,,,,71.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"21,731.50",,,,N,N,N
1006979,1.10018E+11,ADVANCED DISPOSAL OAK RIDGE LANDFILL,BALWIN,MO,63021,1741 SULPHUR SPRING ROAD,ST. LOUIS COUNTY,38.56,-90.53,562212,HH,Waste,"5,362.25",,"5,362.25",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5,362.25",,,,N,N,N
1001637,1.10012E+11,ADVANCED DISPOSAL ORCHARD HILLS LANDFILL INC,DAVIS JUNCTION,IL,61020,8290 HIGHWAY 251,OGLE COUNTY,42.14,-89.09,562212,"C,HH",Waste,"192,679.10",62.1,"192,617.00",,,,,,,,,,,62.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"192,617.00",,,,N,N,N
1006963,1.10018E+11,ADVANCED DISPOSAL VALLEY VIEW LANDFILL INC,DECATUR,IL,62522,1363 BEAR RD,MACON COUNTY,39.82,-89.04,562212,"C,HH",Waste,"33,001.60",83.6,"32,918.00",,,,,,,,,,,83.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"32,918.00",,,,N,N,N
1000627,1.1E+11,ADVANSIX INC - CHESTERFIELD PLANT,CHESTER,VA,23836,4101 BERMUDA HUNDRED RD,CHESTERFIELD COUNTY,37.34,-77.29,325211,C,Other,"57,749.83","57,689.80",27.25,32.78,,,,,,,,,,"57,749.83",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N
1000630,1.10001E+11,ADVANSIX INCORPORATED - HOPEWELL,HOPEWELL,VA,23860,905 EAST RANDOLPH ROAD,HOPEWELL CITY,37.18,-77.16,325199,"C,G,PP","Chemicals,Suppliers of CO2","1,181,515.79","1,180,950.80",257.75,307.24,,,,,,,,,,"547,761.39",,,,"633,754.40",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,Y,N
1005310,1.10012E+11,AES - PUERTO RICO COGENERATION PLANT,GUAYAMA,PR,785,"KM 142, RTE. #3 BO. JOBOS",GUAYAMA MUNICIPIO,17.95,-66.15,221112,C,Power Plants,"3,431,800.86","3,408,333.50","8,583.75","14,883.61",,,,,,,,,,"3,431,800.86",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N
1001444,1.10001E+11,AES Alamitos,LONG BEACH,CA,90803,690 N STUDEBAKER ROAD,Los Angeles,33.77,-118.1,221112,"C,D",Power Plants,"823,900.00","823,063.20",381.75,455.05,,,,,,,,,,"5,529.98","818,370.02",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N
1005972,1.10027E+11,AES HAWAII INC,KAPOLEI,HI,96707,91-086 KAOMI LP,HONOLULU COUNTY,21.3,-158.11,221112,C,Power Plants,"1,186,453.74","1,176,424.60","3,664.75","6,364.39",,,,,,,,,,"1,186,453.74",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N
1001447,1.10003E+11,AES Huntington Beach,HUNTINGTON BEACH,CA,92646,21730 NEWLAND ST,Orange,33.64,-117.98,221112,"C,D",Power Plants,"516,763.94","516,239.50",239.25,285.19,,,,,,,,,,"6,312.38","510,451.56",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N
1001450,1.10014E+11,AES Redondo Beach,REDONDO BEACH,CA,90277,1100 N HARBOR DRIVE,Los Angeles,33.85,-118.4,221112,D,Power Plants,"239,844.36","239,600.50",111.25,132.61,,,,,,,,,,,"239,844.36",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N
1001223,1.10001E+11,AES Warrior Run,CUMBERLAND,MD,21502,11600 MEXICO FARMS RD SE,Allegany,39.59,-78.75,221112,"C,D,PP","Power Plants,Suppliers of CO2","1,117,382.99","1,108,429.90","3,275.00","5,678.09",,,,,,,,,,115.8,"1,117,267.19",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N
1003853,1.1E+11,AFTON CHEMICAL CORP,SAUGET,IL,62201,501 MONSANTO AVE.,ST. CLAIR COUNTY,38.6,-90.17,324191,C,Petroleum and Natural Gas Systems,"50,044.16","49,992.10",23.75,28.31,,,,,,,,,,"50,044.16",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N
1007551,1.10007E+11,AG Energy,Ogdensburg,NY,13669,21 Entrance Avenue,ST. LAWRENCE COUNTY,44.73,-75.44,221112,"C,D",Power Plants,"7,329.67","7,322.00",3.5,4.17,,,,,,,,,,"7,329.67",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N
1002069,1.10019E+11,AG PROCESSING INC,EMMETSBURG,IA,50536,4739 380TH ST,PALO ALTO COUNTY,43.1,-94.65,311224,C,Other,"25,396.00","25,369.70",12,14.3,,,,,,,,,,"25,396.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N
1002070,1.1E+11,AG PROCESSING INC A COOP-MANNING,MANNING,IA,51455,1000 300TH STREET,CARROLL COUNTY,41.92,-95.07,311224,C,Other,"20,570.77","20,549.40",9.75,11.62,,,,,,,,,,"20,570.77",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N
1006054,1.10011E+11,AG PROCESSING INC-EAGLE GROVE,EAGLE GROVE,IA,50533,500 NORTH COMMERCIAL AVENUE,WRIGHT COUNTY,42.67,-93.9,311224,C,Other,"66,086.45","66,018.50",31,36.95,,,,,,,,,,"66,086.45",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N
1002408,1.10019E+11,AG PROCESSING INC-SHELDON,SHELDON,IA,51201,804 2ND AVE,O'BRIEN COUNTY,43.18,-95.86,311224,C,Other,"27,849.40","27,820.90",13,15.5,,,,,,,,,,"27,849.40",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N
1002291,1.1E+11,AG PROCESSING INCORPORATED A COOPERATIVE,DAWSON,MN,56232,800 DIAGONAL STREET,LAC QUI PARLE COUNTY,44.93,-96.06,311224,C,Other,"38,906.00","38,866.00",18.25,21.75,,,,,,,,,,"38,906.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N
