Facility Id,FRS Id,Facility Name,City,State,Zip Code,Address,County,Latitude,Longitude,Primary NAICS Code,Industry Type (subparts),Industry Type (sectors),Total reported direct emissions,CO2 emissions (non-biogenic) ,Methane (CH4) emissions ,Nitrous Oxide (N2O) emissions ,HFC emissions,PFC emissions,SF6 emissions ,NF3 emissions,Other Fully Fluorinated GHG emissions,HFE emissions,Very Short-lived Compounds emissions,Other GHGs (metric tons CO2e),Biogenic CO2 emissions (metric tons),Stationary Combustion,Electricity Generation,Adipic Acid Production,Aluminum Production,Ammonia Manufacturing,Cement Production,Electronics Manufacture,Ferroalloy Production,Fluorinated GHG Production,Glass Production,HCFC–22 Production from HFC–23 Destruction,Hydrogen Production,Iron and Steel Production,Lead Production,Lime Production,Magnesium Production,Miscellaneous Use of Carbonates,Nitric Acid Production,Petroleum and Natural Gas Systems – Offshore Production,Petroleum and Natural Gas Systems – Processing,Petroleum and Natural Gas Systems – Transmission/Compression,Petroleum and Natural Gas Systems – Underground Storage,Petroleum and Natural Gas Systems – LNG Storage,Petroleum and Natural Gas Systems – LNG Import/Export,Petrochemical Production,Petroleum Refining,Phosphoric Acid Production,Pulp and Paper Manufacturing,Silicon Carbide Production,Soda Ash Manufacturing,Titanium Dioxide Production,Underground Coal Mines,Zinc Production,Municipal Landfills,Industrial Wastewater Treatment,Manufacture of Electric Transmission and Distribution Equipment,Industrial Waste Landfills,Is some CO2 collected on-site and used to manufacture other products and therefore not emitted from the affected manufacturing process unit(s)? (as reported under Subpart G or S),"Is some CO2 reported as emissions from the affected manufacturing process unit(s) under Subpart AA, G or P collected and transferred off-site or injected (as reported under Subpart PP)?",Does the facility employ continuous emissions monitoring? 
1000603,1.10044E+11,Addis Carbon Black Plant,Addis,LA,70710,5221 Sid Richardson Road,WEST BATON ROUGE PARISH,30.33,-91.28,325180,"C,X",Chemicals,"347,515.00","347,515.00",,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,"347,515.00",,,,,,,,,,,,,N,N,N
1000089,1.10038E+11,AdvanSix Resins & Chemicals LLC,PHILADELPHIA,PA,19137,2501 MARGARET STREET,Philadelphia,40.01,-75.07,325194,C,Chemicals,"158,305.70","158,142.10",74.5,89.1,,,,,,,,,,"158,305.70",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N
1005068,1.10057E+11,Advanced Graphite Materials LLC,ANMOORE,WV,26323,2698 PHILIPPI PIKE,HARRISON COUNTY,39.25,-80.29,335991,C,Other,"3,251.59","3,239.20",3.75,8.64,,,,,,,,,,"3,251.59",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N
1010185,1.10023E+11,Advanced Magnesium Alloys Corporation,Anderson,IN,46013,1820 E. 32nd st.,MADISON COUNTY,40.09,-85.66,331492,T,Metals,"174,739.20",,,,,,"174,739.20",,,,,,,,,,,,,,,,,,,,,,"174,739.20",,,,,,,,,,,,,,,,,,,,,,N,N,N
1006553,1.10001E+11,"Advanced Tri-Gen Power Systems, LLC",Mossville,IL,61552,1823 East Neal Lane,PEORIA COUNTY,40.84,-89.56,221112,C,Power Plants,"133,142.05","133,004.50",62.75,74.8,,,,,,,,,,"133,142.05",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N
1012089,1.10056E+11,"Aemetis Advanced Fuels Keyes, Inc.",Ceres,CA,95307,4209 Jessup Road,STANISLAUS COUNTY,37.55,-120.92,325193,C,Other,"78,203.36","78,122.80",36.75,43.81,,,,,,,,,,"78,203.36",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N
1002316,1.10044E+11,Aera Energy 25 Hill,Maricopa,CA,93252,29235 Highway 33,KERN COUNTY,35.09,-119.41,211120,C,Petroleum and Natural Gas Systems,"165,390.28","165,220.40",77.5,92.38,,,,,,,,,,"165,390.28",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N
1002156,1.10044E+11,Aera Energy Alberta Finley Shale,Fellows,CA,93224,25401 Highway 33,KERN COUNTY,35.23,-119.58,211120,C,Petroleum and Natural Gas Systems,"90,116.26","90,023.10",42.5,50.66,,,,,,,,,,"90,116.26",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N
1006844,1.1007E+11,Aera Energy Anderson Fitzgerald,McKittrick,CA,93251,59231 Main Camp Road,KERN COUNTY,35.3,-119.74,211120,C,Petroleum and Natural Gas Systems,"130,327.46","130,193.20",61.25,73.01,,,,,,,,,,"130,327.46",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N
1006845,1.10044E+11,Aera Energy Belridge,McKittrick,CA,93251,59231 Main Camp Road,KERN COUNTY,35.45,-119.72,211120,C,Petroleum and Natural Gas Systems,"1,573,359.92","1,571,736.20",740.75,882.97,,,,,,,,,,"1,573,359.92",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N
1003702,1.10044E+11,Aera Energy Buena Fe,Maricopa,CA,93252,29235 Highway 33,KERN COUNTY,35.09,-119.41,211120,C,Petroleum and Natural Gas Systems,"22,454.52","22,431.50",10.5,12.52,,,,,,,,,,"22,454.52",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N
1002315,1.10044E+11,Aera Energy Calso,McKittrick,CA,93251,59231 Main Camp Road,KERN COUNTY,35.3,-119.74,211120,C,Petroleum and Natural Gas Systems,"17,236.64","17,219.10",8,9.54,,,,,,,,,,"17,236.64",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N
1006405,1.1001E+11,Aera Energy Coalinga,Coalinga,CA,93210,29010 Shell Road,FRESNO COUNTY,36.24,-120.32,211120,C,Petroleum and Natural Gas Systems,"218,492.83","218,267.60",102.75,122.48,,,,,,,,,,"218,492.83",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N
1012480,,Aera Energy Lockwood,Maricopa,CA,93525,29235 Highway 33,,35.09,-119.41,211120,C,Petroleum and Natural Gas Systems,"12,459.25","12,446.10",6,7.15,,,,,,,,,,"12,459.25",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N
1005790,1.10044E+11,Aera Energy Lost Hills,McKittrick,CA,93251,59231 Main Camp Road,KERN COUNTY,35.3,-119.74,211120,C,Petroleum and Natural Gas Systems,"209,048.86","208,833.50",98.25,117.11,,,,,,,,,,"209,048.86",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N
1006914,1.10044E+11,Aera Energy MOCO,Maricopa,CA,93252,29235 Highway 33,KERN COUNTY,35.09,-119.41,211120,C,Petroleum and Natural Gas Systems,"266,612.70","266,337.60",125.5,149.6,,,,,,,,,,"266,612.70",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N
1005635,1.10044E+11,Aera Energy Metson,Maricopa,CA,93252,29235 Highway 33,KERN COUNTY,35.09,-119.41,211120,C,Petroleum and Natural Gas Systems,"45,439.53","45,392.40",21.5,25.63,,,,,,,,,,"45,439.53",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N
1012475,,Aera Energy Penn Zier,Coalinga,CA,93210,29010 Shell Road,,36.26,-120.44,211120,C,Petroleum and Natural Gas Systems,"74,435.02","74,358.30",35,41.72,,,,,,,,,,"74,435.02",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N
1006846,1.10001E+11,Aera Energy San Ardo,San Ardo,CA,93450,66893 Sargent Road,MONTEREY COUNTY,35.95,-120.86,211120,C,Petroleum and Natural Gas Systems,"419,020.77","418,588.40",197.25,235.12,,,,,,,,,,"419,020.77",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N
1006556,1.10007E+11,Afton Generating Station,LA MESA,NM,88044,10100 WEST AFTON ROAD,Dona Ana,32.11,-106.85,221112,"C,D",Power Plants,"345,869.07","345,517.80",160.25,191.02,,,,,,,,,,"1,339.94","344,529.12",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N
1002365,1.1E+11,Ag Processing Inc,Sergeant Bluff,IA,51054,2753 Port Neal Circle,WOODBURY COUNTY,42.31,-96.36,311224,C,Other,"75,449.42","75,371.60",35.5,42.32,,,,,,,,,,"75,449.42",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N
1011305,1.10041E+11,Agri-Mark,Middlebury,VT,5753,869 Exchange St,ADDISON COUNTY,44.03,-73.17,311513,C,Other,"22,754.12","22,722.60",12.75,18.77,,,,,,,,,,"22,754.12",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N
1012864,1.1007E+11,Agropur,Jeorme,ID,83338,547 West Nez Perce,JEROME COUNTY,42.71,-114.53,311513,C,Other,"30,419.24","30,388.00",14.25,16.99,,,,,,,,,,"30,419.24",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N
1012857,1.1007E+11,Agropur Inc.,Luxemburg,WI,54217,2915 County Road Ab,BROWN COUNTY,44.56,-87.76,311511,C,Other,"26,922.55","26,894.60",12.75,15.2,,,,,,,,,108,"26,922.55",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N
1007206,1.10001E+11,Agua Fria Generating Station,GLENDALE,AZ,85303,7302 W NORTHERN AVE,Maricopa,33.55,-112.22,221112,"C,D",Power Plants,"103,493.62","103,388.40",48,57.22,,,,,,,,,,"5,784.53","97,709.09",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N
1000423,1.10028E+11,Agua Mansa Power,COLTON,CA,92324,2040 AGUA MANSA ROAD,San Bernardino,34.04,-117.36,221112,D,Power Plants,"4,667.53","4,662.60",2.25,2.68,,,,,,,,,,,"4,667.53",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N
1007273,1.1E+11,Ahlstrom - Munksjo Mosinee LLC,MOSINEE,WI,54455,100 MAIN STREET,MARATHON COUNTY,44.79,-89.7,322121,"AA,C,TT","Pulp and Paper,Waste","208,026.63","198,089.80","8,429.25","1,507.58",,,,,,,,,"159,539.70","187,599.66",,,,,,,,,,,,,,,,,,,,,,,,,,,"12,685.47",,,,,,,,,"7,741.50",N,N,N
1011038,1.10011E+11,"Ahlstrom Filtration, LLC.",Taylorville,IL,62568,1200 East Elm Street,CHRISTIAN COUNTY,39.56,-89.28,322121,C,Pulp and Paper,"17,028.34","17,010.80",8,9.54,,,,,,,,,,"17,028.34",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N
1005991,1.1E+11,Ahlstrom-Munksjo NA Specialty Solutions LLC,RHINELANDER,WI,54501,515 W DAVENPORT ST,ONEIDA COUNTY,45.64,-89.42,322121,C,Pulp and Paper,"206,779.24","205,779.80",372.75,626.69,,,,,,,,,,"206,779.24",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N
1004045,1.1E+11,Ahlstrom-Munksjo North America SPECIALTY SOLUTIONS,DEPERE,WI,54115,200 MAIN AVE,BROWN COUNTY,44.45,-88.07,322121,C,Pulp and Paper,"56,075.55","55,986.50",37.5,51.55,,,,,,,,,,"56,075.55",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N
1007253,1.10044E+11,Air Liquide Hydrogen Plant,Anacortes,WA,98221,8581 South Texas Road,SKAGIT COUNTY,48.47,-122.55,325120,P,Chemicals,"68,968.30","68,968.30",,,,,,,,,,,,,,,,,,,,,,,"68,968.30",,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N
1006711,1.1E+11,Air Liquide Large Industries US - SMR,Pasadena,TX,77507,11400 Bay Area Blvd.,HARRIS COUNTY,29.62,-95.05,325120,P,Chemicals,"738,809.50","738,809.50",,,,,,,,,,,,,,,,,,,,,,,"738,809.50",,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N
1013205,1.1007E+11,Air Products Baytown 3 Facility,Baytown,TX,77523,7714 West Bay Rd.,CHAMBERS COUNTY,29.75,-94.91,325120,P,Chemicals,"704,497.20","704,497.20",,,,,,,,,,,,,,,,,,,,,,,"704,497.20",,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N
1004442,1.10042E+11,Air Products LLC - Corpus Christi,Corpus Christi,TX,78407,5401 Up River Road,NUECES COUNTY,27.81,-97.46,325120,P,Chemicals,"184,876.20","184,876.20",,,,,,,,,,,,,,,,,,,,,,,"184,876.20",,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N
1006943,1.10044E+11,Air Products LLC - Pasadena SMR,Pasadena,TX,77506,1435 Highway 225,HARRIS COUNTY,29.72,-95.19,325120,P,Chemicals,"485,047.80","485,047.80",,,,,,,,,,,,,,,,,,,,,,,"485,047.80",,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N
1003160,1.1E+11,Air Products La Porte Facility,La Porte,TX,77571,10202 Strang Rd,HARRIS COUNTY,29.7,-95.07,325120,"C,D",Power Plants,"82,627.78","82,566.40",28,33.38,,,,,,,,,,"42,270.18","40,357.60",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N
1006402,1.10044E+11,Air Products Port Arthur Facility,Port Arthur,TX,77640,1801 S Gulfway Dr within Valero Refinery,JEFFERSON COUNTY,29.86,-93.97,325120,"C,P,PP","Chemicals,Suppliers of CO2","2,645,865.32","2,644,571.30",507,787.02,,,,,,,,,,"794,426.82",,,,,,,,,,,"1,851,438.50",,,,,,,,,,,,,,,,,,,,,,,,,,N,Y,N
1011460,1.10056E+11,Air Products and Chemicals - Norco SMR,Norco,LA,70079,14885 Airline Drive,ST. CHARLES PARISH,30.02,-90.41,325120,P,Chemicals,"1,073,524.60","1,073,524.60",,,,,,,,,,,,,,,,,,,,,,,"1,073,524.60",,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N
1010506,1.10016E+11,Air Products and Chemicals Inc. Luling SMR Facility,Luling,LA,70070,12501 River Road B,ST. CHARLES PARISH,29.92,-90.35,325120,P,Chemicals,"751,400.20","751,400.20",,,,,,,,,,,,,,,,,,,,,,,"751,400.20",,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N
1010625,1.10055E+11,Air Products and Chemicals Inc./Detroit Hydrogen Facility Marathon Refinery,Detroit,MI,48217,1025 Oakwood Blvd,WAYNE COUNTY,42.29,-83.16,325120,P,Chemicals,"350,789.20","350,789.20",,,,,,,,,,,,,,,,,,,,,,,"350,789.20",,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N
1005573,1.10005E+11,"Air Products and Chemicals, Inc.",Cincinnati,OH,45232,4900 Este Avenue,HAMILTON COUNTY,39.18,-84.5,325120,"C,P",Chemicals,"8,908.73","8,903.80",2.25,2.68,,,,,,,,,,"4,596.73",,,,,,,,,,,"4,312.00",,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N
1004586,1.10042E+11,"Air Products and Chemicals, Inc. - BR SMR","Baton Rouge, La",LA,70805,2 Gulf States Utility Rd,EAST BATON ROUGE PARISH,30.49,-91.19,325120,P,Chemicals,"742,359.20","742,359.20",,,,,,,,,,,,,,,,,,,,,,,"742,359.20",,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N
1005852,1.10001E+11,"Air Products and Chemicals, Inc. - Joliet, IL H2 Plant",Channahon,IL,60410,25915 S.E. Frontage Road (c/o ExxonMobil),WILL COUNTY,41.41,-88.18,325120,P,Chemicals,"89,826.00","89,826.00",,,,,,,,,,,,,,,,,,,,,,,"89,826.00",,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N
1004725,1.10056E+11,Airgas USA LLC - Scott Medical Products,Plumsteadville,PA,18949,6141 Easton Road Bldg. #3,BUCKS COUNTY,40.38,-75.15,325120,"L,OO","Chemicals,Industrial Gas Suppliers","3,110.92",,,,,,"2,710.92",,400,,,,,,,,,,,,,"3,110.92",,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N
1010624,1.10002E+11,Akutan Seafood Processing Facility,Akutan,AK,99553,73 Salmon Way,ALEUTIANS EAST BOROUGH,54.13,-165.79,311710,C,Other,"49,749.93","49,562.70",57,130.23,,,,,,,,,484.1,"49,749.93",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N
1010593,1.10001E+11,"Akzo Nobel Functional Chemicals, LLC",Axis,AL,36505,13440 Highway 43 North,MOBILE COUNTY,30.97,-88.02,325180,C,Chemicals,"19,669.78","19,649.50",9.25,11.03,,,,,,,,,,"19,669.78",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N
1006235,1.10002E+11,Aladdin Manufacturing - Glasgow facility,GLASGOW,VA,24555,404 ANDERSON STREET,ROCKBRIDGE COUNTY,37.64,-79.45,314110,C,Other,"14,462.64","14,446.40",7,9.24,,,,,,,,,,"14,462.64",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N
1005138,1.10044E+11,Alamance County Landfill,Graham,NC,27253,2701 Austin Quarter Rd.,ALAMANCE COUNTY,35.93,-79.29,562212,HH,Waste,"123,568.00",,"123,568.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"123,568.00",,,,N,N,N
1012815,,Alamo Gas Plant,Crockett,TX,75835,1277 CR 3020,,31.28,-95.52,486210,"C,W-PROC",Petroleum and Natural Gas Systems,"170,870.98","167,920.10","2,911.25",39.63,,,,,,,,,,"70,342.84",,,,,,,,,,,,,,,,,,,100528.148,,,,,,,,,,,,,,,,,,N,N,N
1007208,1.10001E+11,Alamo San Antonio Cement Plant,San Antonio,TX,78266,6055 West Green Mountain Road,BEXAR COUNTY,29.61,-98.37,327999,H,Minerals,"773,418.26","771,189.10",815.75,"1,413.41",,,,,,,,,,,,,,,"773,418.26",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N
1010937,1.10014E+11,"Alaska Village Electric Cooperative, Inc.",Anchorage,AK,99503,4831 Eagle Street,ANCHORAGE MUNICIPALITY,61.18,-149.88,221112,C,Power Plants,"30,331.50","30,226.60",31,73.9,,,,,,,,,,"30,331.50",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N
1012844,1.1007E+11,"Albany Green Energy, LLC",Albany,GA,31705,"512 Liberty Expressway, Southeast",DOUGHERTY COUNTY,31.55,-84.11,221112,D,Power Plants,"1,602.54",,230.25,"1,372.29",,,,,,,,,"126,101.90",,"1,602.54",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N
1003570,1.10023E+11,Albemarle Corporation Bayport Plant,Pasadena,TX,77507,13000 Bay Park Road,HARRIS COUNTY,29.64,-95.07,325180,C,Chemicals,"122,284.23","122,157.30",57.5,69.43,,,,,,,,,,"122,284.23",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N
1009825,1.10002E+11,"Albert Einstein College of Medicine, Inc.",Bronx,NY,10461,1300 Morris Park Ave,BRONX COUNTY,40.85,-73.84,622110,C,Other,"44,983.25","44,930.10",22.75,30.4,,,,,,,,,,"44,983.25",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N
1012517,1.1007E+11,Alcoa USA Corp.,Massena,NY,13662,1814 State Highway 131,ST. LAWRENCE COUNTY,44.97,-74.89,331313,"C,F",Metals,"294,014.28","263,763.70",23.75,28.31,,"30,198.52",,,,,,,,"50,544.16",,,"243,470.12",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N
1003448,1.10001E+11,"Alcon Vision, LLC",FORT WORTH,TX,76134,6201 SOUTH FREEWAY,TARRANT COUNTY,32.66,-97.32,325412,C,Chemicals,"34,130.47","34,095.40",16,19.07,,,,,,,,,,"34,130.47",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N
1003411,1.10044E+11,Alderson Regional Landfill,ALDERSON,OK,74522,201 SOUTH FIFTH STREET,PITTSBURG COUNTY,34.89,-95.69,562212,HH,Waste,"28,735.25",,"28,735.25",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"28,735.25",,,,N,N,N
1000955,1.10005E+11,Alex Ty Cooke Generating Station,LUBBOCK,TX,79404,3500 E SLATON HWY,Lubbock,33.52,-101.79,221112,"C,D",Power Plants,"7,724.22","7,716.00",3.75,4.47,,,,,,,,,,"7,724.22",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N
1012943,1.1007E+11,Alexander City,Alexander City,AL,35010,452 Brick Plant Road,TALLAPOOSA COUNTY,33.01,-85.9,486210,"C,W-NGTC",Petroleum and Natural Gas Systems,"71,885.33","71,099.90",745.5,39.93,,,,,,,,,,"71,172.63",,,,,,,,,,,,,,,,,,,,712.7,,,,,,,,,,,,,,,,,N,N,N
1012573,1.10001E+11,"Alexander Orr, Jr. Water Treatment Plant",MIAMI,FL,33173,6800 SW 87TH AVE,MIAMI-DADE COUNTY,25.71,-80.34,221310,C,Other,"31,656.30","31,656.30",,,,,,,,,,,,"31,656.30",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N
1005044,1.10044E+11,"Algonquin Power Sanger, LLC",Sanger,CA,93657,1125 Muscat Avenue,FRESNO COUNTY,36.69,-119.55,221112,"C,D",Power Plants,"68,175.85","68,106.80",31.5,37.55,,,,,,,,,,3.7,"68,172.15",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N
1006409,1.10025E+11,"Algonquin Power Windsor Locks, LLC",WINDSOR LOCKS,CT,6096,26 CANAL BANK RD,Hartford,41.92,-72.63,221112,"C,D",Power Plants,"107,608.11","107,490.00",52.25,65.86,,,,,,,,,,"82,777.59","24,830.52",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N
1001217,1.10002E+11,Allegany Generating Station,Portageville,NY,14536,11537 ROUTE 19A,Allegany,42.51,-78.07,221112,"C,D",Power Plants,"17,355.64","17,338.10",8,9.54,,,,,,,,,,381.85,"16,973.79",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N
1004729,1.10023E+11,"Allegheny & Tsingshan Stainless, LLC",Midland,PA,15059,952 Tenth Street,BEAVER COUNTY,40.64,-80.45,331110,C,Metals,"14,436.30","14,421.50",6.75,8.05,,,,,,,,,,"14,436.30",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N
1000916,1.1E+11,Allen,MEMPHIS,TN,38109,2574 PLANT RD,Shelby,35.07,-90.14,221112,"C,D",Power Plants,"1,628,051.71","1,623,585.30","1,744.78","2,721.63",,,,,,,,,,"12,712.84","1,615,338.87",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N
1002050,1.10056E+11,Allen,Allen,OK,74825,,HUGHES COUNTY,34.87,-96.35,486210,"C,W-NGTC",Petroleum and Natural Gas Systems,"44,357.68","43,853.70",479.25,24.73,,,,,,,,,,"43,898.68",,,,,,,,,,,,,,,,,,,,459,,,,,,,,,,,,,,,,,N,N,N
1000691,1.1E+11,Allen S King,OAK PARK HEIGHTS,MN,55003,1103 KING PLANT RD,Washington,45.03,-92.78,221112,"C,D",Power Plants,"2,705,406.55","2,691,252.40",707.5,"13,446.65",,,,,,,,,,"2,715.94","2,702,690.61",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N
1011298,1.10058E+11,Alliance Compressor Station,Justin,TX,76247,12721 Highway 114,DENTON COUNTY,33.04,-97.33,486210,"C,W-PROC",Petroleum and Natural Gas Systems,"40,475.84","38,137.00","2,336.75",2.09,,,,,,,,,,"3,661.64",,,,,,,,,,,,,,,,,,,36814.2,,,,,,,,,,,,,,,,,,N,N,N
1006841,1.10021E+11,Alliance Pipeline L.P. Albert Lea 25-A,Albert Lea,MN,56007,85485 200th Street,FREEBORN COUNTY,43.64,-93.16,486210,"C,W-NGTC",Petroleum and Natural Gas Systems,"92,328.65","92,219.80",57,51.85,,,,,,,,,,"92,315.15",,,,,,,,,,,,,,,,,,,,13.5,,,,,,,,,,,,,,,,,N,N,N
1009920,1.10056E+11,Alma No. 1 Mine,Ethel,WV,25076,1421 Band Mill Hollow Rd,LOGAN COUNTY,37.87,-81.89,212112,"C,FF",Other,"66,842.65",102.6,"66,739.75",0.3,,,,,,,,,,102.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"66,739.75",,,,,,N,N,N
1006161,1.10013E+11,Almatis Burnside Inc,Burnside,LA,70738,41237 Highway 22,ASCENSION PARISH,30.14,-90.92,331313,C,Metals,"231,627.13","231,388.20",109,129.93,,,,,,,,,,"231,627.13",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N
1007315,1.10021E+11,Almond Power Plant,MODESTO,CA,95358,4500 CROWS LANDING ROAD,Stanislaus,37.57,-120.99,221112,D,Power Plants,"95,286.00","95,189.00",44.25,52.75,,,,,,,,,,,"95,286.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N
1003689,1.10018E+11,Alon Bakersfield Refining,Bakersfield,CA,93308,6451 Rosedale Highway,KERN COUNTY,35.38,-119.07,324110,C,Petroleum and Natural Gas Systems,"18,864.88","18,845.70",8.75,10.43,,,,,,,,,,"18,864.88",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N
1013070,1.1007E+11,Alpaca Energy LLC,Canton,PA,17724,220 Romaine Ln.,BRADFORD COUNTY,41.66,-76.81,221112,C,Power Plants,"29,723.64","29,692.40",14.25,16.99,,,,,,,,,,"29,723.64",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N
1005826,1.10038E+11,"AlphaPET, Inc.",Decatur,AL,35601,1301 Finley Island Road,MORGAN COUNTY,34.64,-87.05,325211,C,Other,"44,367.33","44,321.30",21,25.03,,,,,,,,,,"44,367.33",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N
1012152,1.1007E+11,Alpine Power Plant,Elmira,MI,49730,7432 M-32,OTSEGO COUNTY,45.06,-84.83,221112,"C,D",Power Plants,"404,629.94","404,216.20",188.75,224.99,,,,,,,,,,388.45,"404,241.49",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N
1000417,1.10056E+11,Alsey Station,ALSEY,IL,62694,331 Campbell Road,Scott,39.57,-90.44,221112,"C,D",Power Plants,"12,621.60","12,609.00",5.75,6.85,,,,,,,,,,"3,747.49","8,874.12",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N
1012036,1.10028E+11,"AltEn, LLC",Mead,NE,68041,1344 County Road 10,SAUNDERS COUNTY,41.2,-96.48,325193,C,Other,"23,934.96","23,910.30",11.25,13.41,,,,,,,,,,"23,934.96",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N
1001625,1.10001E+11,AltaGas Ripon Energy Inc.,Ripon,CA,95366,944 South Stockton Ave.,SAN JOAQUIN COUNTY,37.73,-121.12,221112,C,Power Plants,"5,303.38","5,297.90",2.5,2.98,,,,,,,,,,"5,303.38",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N
1007072,1.10008E+11,"Altair Disposal Services, LLC",Altair,TX,77412,5464 Highway 71,COLORADO COUNTY,29.58,-96.46,562212,HH,Waste,"34,245.00",,"34,245.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"34,245.00",,,,N,N,N
