GHGRP FACILITY ID,FRS ID (FACILITY),REPORTING YEAR,FACILITY NAME,FACILITY ADDRESS,FACILITY CITY,FACILITY STATE,FACILITY ZIP,FACILITY COUNTY,PARENT COMPANY NAME,PARENT CO. STREET ADDRESS,PARENT CO. CITY,PARENT CO. STATE,PARENT CO. ZIP,PARENT CO. PERCENT OWNERSHIP,FACILITY NAICS CODE
1000023,110000454758,2017,Ardagh Glass Inc. (Sapulpa),1000 NORTH MISSION STREET,SAPULPA,OK,74066,CREEK COUNTY,ARDAGH GROUP,1209 Orange Street,Wilmington,DE,19801,100,327213
1000024,110000489659,2017,Ardagh Glass Inc. (Seattle),5801 EAST MARGINAL WAY SOUTH,SEATTLE,WA,98134,KING COUNTY,ARDAGH GROUP,1209 Orange Street,Wilmington,DE,19801,100,327213
1000025,110000449863,2017,PLACID REFINING CO LLC - PORT ALLEN REFINERY,"1940 LA HWY 1, NORTH",PORT ALLEN,LA,70767,WEST BATON ROUGE PARISH,PLACID REFINING CO LLC,1940 LA HWY 1 North,Port Allen,LA,70767,100,324110
1000026,110000347802,2017,Ardagh Glass Inc. (Wilson),2201 FIRESTONE PARKWAY,WILSON,NC,27893,WILSON COUNTY,ARDAGH GROUP,1209 Orange Street,Wilmington,DE,19801,100,327213
1000027,110001120144,2017,The Children\s Hospital of Philadelphia,34th Street and Civic Center Boulevard,Philadelphia,PA,19104,PHILADELPHIA COUNTY,THE CHILDREN'S HOSPITAL OF PHILADELPHIA,34th St & Civic Center Blvd,Philadelphia,PA,19104,100,622110
1000028,110017984519,2017,Ardagh Glass Inc. (Pevely),1500 Ardagh Group Drive,PEVELY,MO,63070,JEFFERSON COUNTY,ARDAGH GROUP,1209 Orange Street,Wilmington,DE,19801,100,327213
1000029,110015969941,2017,NUCOR STEEL SEATTLE INC,2424 SOUTHWEST ANDOVER STREET,SEATTLE,WA,98106,KING COUNTY,NUCOR CORP,1915 Rexford Rd,Charlotte,NC,28211,100,331111
1000030,110045587352,2017,US MAGNESIUM LLC,12819 North Skull Valley Rd,Grantsville,UT,84029,TOOELE COUNTY,THE RENCO GROUP INC,"1 Rockefeller Plaza, 29th Fl.",New York,NY,10112,100,331419
1000031,110035777228,2017,Northwest Regional Landfill,19401 W. Deer Valley Rd,Surprise,AZ,85387,MARICOPA COUNTY,WASTE MANAGEMENT INC,"1001 Fannin, Suite 4000",Houston,TX,77002,100,562212
1000032,110030900997,2017,KRATON POLYMERS U S LLC,2419 State Route 618,BELPRE,OH,45714,WASHINGTON COUNTY,KRATON POLYMERS US LLC,"15710 JOHN F. KENNEDY BLVD, SUITE 300",Houston,TX,77032,100,325212
1000033,110028036033,2017,San Gabriel Cogeneration Facility,1507 Mount Vernon Ave.,Pomona,CA,91768,LOS ANGELES COUNTY,ALTAGAS LTD,"Park Seventeen, 1717 McKinney Avenue Suite 1040",Dallas,TX,75202,100,221112
1000034,110067425799,2017,ADM SOYBEAN PROCESSING - DES MOINES,1935 EAST EUCLID AVENUE,DES MOINES,IA,50313,POLK COUNTY,ARCHER DANIELS MIDLAND CO,4666 Faries Parkway,Decatur,IL,62526,100,311222
1000035,110037615694,2017,THE ANDERSONS MARATHON HOLDINGS LLC,5728 E SEBRING WARNER RD,GREENVILLE,OH,45331,DARKE COUNTY,THE ANDERSONS INC,PO Box 119,Maumee,OH,43537,50,325193
1000035,110037615694,2017,THE ANDERSONS MARATHON HOLDINGS LLC,5728 E SEBRING WARNER RD,GREENVILLE,OH,45331,DARKE COUNTY,MARATHON PETROLEUM CO LP,539 South Main Street,Findlay,OH,45840,25,325193
1000035,110037615694,2017,THE ANDERSONS MARATHON HOLDINGS LLC,5728 E SEBRING WARNER RD,GREENVILLE,OH,45331,DARKE COUNTY,MARATHON PETROLEUM CO LP,539 South Main Street,Findlay,OH,45840,25,325193
1000036,110043974287,2017,UNIVERSITY OF CINCINNATI,3000 Glendora Ave.,CINCINNATI,OH,45219,HAMILTON COUNTY,UNIVERSITY OF CINCINNATI,2600 Clifton Ave.,Cincinnati,OH,45221,100,611310
1000037,110018218720,2017,TYSON FRESH MEATS INC,28424 38th Avenue North,Hillsdale,IL,61257,ROCK ISLAND COUNTY,TYSON FOODS INC,2200 Don Tyson Parkway,Springdale,AR,72762,100,311611
1000038,110000601616,2017,TYSON FRESH MEATS,13983 DODD ROAD,WALLULA,WA,99363,WALLA WALLA COUNTY,TYSON FOODS INC,2200 Don Tyson Parkway,Springdale,AR,72762,100,311611
1000039,110032937080,2017,GE's Grid Solutions,One Power Lane,Charleroi,PA,15022,WASHINGTON COUNTY,GENERAL ELECTRIC CO,41 Farnsworth Street,Boston,MA,2210,50.1,335313
1000039,110032937080,2017,GE's Grid Solutions,One Power Lane,Charleroi,PA,15022,WASHINGTON COUNTY,ALSTOM INC,Metro Parkway,Fort Myers,FL,33916,49.9,335313
1000040,110060335301,2017,"Tyson Fresh Meats, Inc.- Dakota City, NE",5200 Highway 35 & IBP Avenue,DAKOTA CITY,NE,68731,DAKOTA COUNTY,TYSON FOODS INC,2200 Don Tyson Parkway,Springdale,AR,72762,100,311611
1000041,110001923278,2017,WISCONSIN PAPERBOARD,1514 E THOMAS AVE,MILWAUKEE,WI,53211,MILWAUKEE COUNTY,PAPERBOARD PARENT INC,5000 Austell Powder Springs Road,Austell,GA,30106,100,322130
1000043,110022411530,2017,Linde Inc Texas City Hydrogen Complex,"1720 GRANT AVE, GATE 16",TEXAS CITY,TX,77590,GALVESTON COUNTY,PRAXAIR INC,10 Riverview Drive,Danbury,CT,6810,100,325120
1000045,110028676966,2017,TYSON POULTRY INC.-SEDALIA,19571 WHITFIELD RD,SEDALIA,MO,65301,PETTIS COUNTY,TYSON FOODS INC,2210 Oaklawn Drive,Springdale,AR,72762,100,311615
1000046,110017973335,2017,BADLANDS SANITARY LANDFILL,31125 IRONWOOD AVENUE,MORENO VALLEY,CA,92555,RIVERSIDE COUNTY,COUNTY OF RIVERSIDE,4080 Lemon St,Riverside ,CA,92501,100,562212
1000047,110009913415,2017,PENOBSCOT ENERGY RECOVERY CO.,29 INDUSTRIAL WAY,ORRINGTON,ME,4474,PENOBSCOT COUNTY,PERC HOLDINGS LLC,4250 Creekview Circle,Minnetrista,MN,55375,24.3,562213
1000047,110009913415,2017,PENOBSCOT ENERGY RECOVERY CO.,29 INDUSTRIAL WAY,ORRINGTON,ME,4474,PENOBSCOT COUNTY,"USA Energy Group, LLC","100 N Sixth Avenue, Ste 300A",Minneapolis,MN,55403,52.7,562213
1000047,110009913415,2017,PENOBSCOT ENERGY RECOVERY CO.,29 INDUSTRIAL WAY,ORRINGTON,ME,4474,PENOBSCOT COUNTY,EQUITY CHARTER MUNICIPALITIES,395 State St,Ellsworth,ME,4605,23,562213
1000048,110000396946,2017,"ALLISON TRANSMISSION, Inc.",One Allison Way,INDIANAPOLIS,IN,46222,MARION COUNTY,ALLISON TRANSMISSION INC,One Allison Way,Indianapolis,IN,46222,100,336350
1000049,110028229030,2017,Lange,2900 LANGE ROAD,RAPID CITY,SD,57702,Pennington,BLACK HILLS CORP,7001 Mount Rushmore Road,Rapid City,SD,57702,100,221112
1000050,110041417829,2017,Wygen I,13151 HIGHWAY 51,GILLETTE,WY,82718,Campbell,MUNICIPAL ENERGY AGENCY OF NEBRASKA,"1111 O St., Ste. 200",Lincoln,NE,68508,23.5,221112
1000050,110041417829,2017,Wygen I,13151 HIGHWAY 51,GILLETTE,WY,82718,Campbell,BLACK HILLS CORP,7001 Mount Rushmore Road,Rapid City,SD,57702,76.5,221112
1000051,110055697107,2017,"Mariposa Energy, LLC",4887 Bruns Road,Byron,CA,94514,ALAMEDA COUNTY,MITSUBISHI CORP (AMERICAS),655 Third Avenue,New York,NY,10017,100,221112
1000052,110012547431,2017,Mesquite Generating Station,37625 W ELLIOT RD,ARLINGTON,AZ,85322,Maricopa,ARCLIGHT CAPITAL PARTNERS LLC,"200 Clarendon Street, 55th Floor",Boston,MA,2116,50,221112
1000052,110012547431,2017,Mesquite Generating Station,37625 W ELLIOT RD,ARLINGTON,AZ,85322,Maricopa,SALT RIVER PROJECT,1521 N. Project Drive,Phoenix,AZ,85281,50,221112
1000053,110040949356,2017,TEXAS MEDICAL CENTER CENTRAL HEATING AND COOLING SERVICES CORPORATION,1615 BRAESWOOD,HOUSTON,TX,77030,HARRIS COUNTY,TEXAS MEDICAL CENTER CENTRAL HEATING & COOLING SERVICES CORP,1615 Braeswood Blvd.,Houston,TX,77030,100,221310
1000054,110005275442,2017,City of Tallahassee Natural Gas Utility,2602 Jackson Bluff Road,Tallahassee,FL,32304,LEON COUNTY,CITY OF TALLAHASSEE,300 S. Adams Street,Tallahassee,FL,32301,100,221210
1000056,110000308523,2017,SPECIALTY MINERALS,260 COLUMBIA STREET,ADAMS,MA,1220,BERKSHIRE COUNTY,MINERALS TECHNOLOGIES INC,622 Third Avenue,New York,NY,10017,100,327410
1000059,110021355816,2017,Tenaska Kiamichi Generating Station,4386 Old 69 Road,KIOWA,OK,74553,Pittsburg,ITOCHU INTERNATIONAL INC,"7500 College Boulevard, Suite 650",Overland Park,KS,66210,35,221112
1000059,110021355816,2017,Tenaska Kiamichi Generating Station,4386 Old 69 Road,KIOWA,OK,74553,Pittsburg,TENASKA ENERGY INC,14302 FNB Parkway,Omaha,NE,68154,65,221112
1000060,110022515777,2017,Limon Generating Station,48303 STATE ROAD 71,LIMON,CO,80828,Lincoln,TRI-STATE GENERATION & TRANSMISSION,1100 W. 116th Avenue,Westminster,CO,80234,100,221112
1000062,110070081750,2017,MT JEWETT COMPLEX,149 Temple Drive,KANE,PA,16735,MCKEAN COUNTY,KOCH INDUSTRIES INC,4111 E 37th Street North,Wichita,KS,67220-3203,100,321219
1000063,110000448409,2017,CHIEF ETHANOL FUELS INC,4225 E SOUTH ST,HASTINGS,NE,68901,ADAMS COUNTY,CHIEF INDUSTRIES INC,3942 W. Old Hwy 30,Grand Island,NE,68802,100,325193
1000064,110000516834,2017,LONE STAR GAS LIQUIDS,19430 BEECH AVENUE,SHAFTER,CA,93263,KERN COUNTY,PLAINS ALL AMERICAN GP LLC,19340 Beech Ave.,Shafter,CA,93263,100,211112
1000066,110002146080,2017,"INGOMAR PACKING COMPANY, LLC",9950 SOUTH INGOMAR GRADE,LOS BANOS,CA,93635,MERCED COUNTY,INGOMAR PACKING CO LLC,PO Box 1448,Los Banos,CA,93635,100,311421
1000068,110070081751,2017,Apex Generating Station,15555 APEX POWER PARKWAY,LAS VEGAS,NV,89165,Clark,SOUTHERN CALIFORNIA PUBLIC POWER AUTHORITY,1160 Nicole Court,Glendora,CA,91740-5386,100,221112
1000069,110006547870,2017,"Wallingford Energy, LLC",115 John St,Wallingford,CT,6460,New Haven,"LS Power Development, LLC","Two Tower Center, 11th Floor",East Brunswick,NJ,8816,100,221112
1000070,110070081752,2017,High Desert Power Project,19000 PERIMETER RD/STE 102,VICTORVILLE,CA,92394,San Bernardino,MIDDLE RIVER POWER II LLC,570 Lake Cook Road Suite 126,Deerfield,IL,60015,100,221112
1000071,110043196528,2017,York Energy Center,1055 Pikes Peak Road,Delta,PA,17314,York,CALPINE CORP,717 Texas Ave STe 1000,Houston,TX,77002,100,221112
1000073,110043973803,2017,City of Corinth Gas & Water Department,305 W. Waldron St.,Corinth,MS,38834,ALCORN COUNTY,CORINTH UTILITIES COMMISSION,305 W. Waldron St.,Corinth,MS,38834,100,221210
1000074,110012516134,2017,"Escondido Energy Center, LLC",1968 DON LEE PLACE,ESCONDIDO,CA,92029,San Diego,WELLHEAD ELECTRIC CO,"650 Bercut Drive, Suite C",Sacramento,CA,95811,100,221112
1000077,110000774797,2017,"REPUBLIC STEEL, LACKAWANNA",S3049 LAKESHORE RD.,BLASDELL,NY,14219,ERIE COUNTY,REPUBLIC STEEL,3049 Lake Shore Rd,Blasdell,NY,14219,100,331111
1000079,110043969701,2017,SOUTHERN ILLINOIS UNIVERSITY,210 PHYSICAL PLANT DR,CARBONDALE,IL,62901,JACKSON COUNTY,SOUTHERN ILLINOIS UNIVERSITY,1400 Douglas Drive,Carbondale,IL,62901,100,611310
1000083,110035712262,2017,Springhill,3805 NW 97th Blvd,Springhill,FL,32606,ALACHUA COUNTY,CITY OF GAINESVILLE,"P.O. Box 147117, A136",Gainesville,FL,32614-7117,100,221210
1000084,110041142304,2017,Seminole (136),STATE HIGHWAY 17,PALATKA,FL,32708,Putnam,SEMINOLE ELECTRIC COOPERATIVE INC,16313 North Dale Mabry Highway,Tampa,FL,33688,100,221112
1000085,110007250009,2017,Hartwell Energy Facility,415 SMITH MCGEE HWY,HARTWELL,GA,30643,Hart,OGLETHORPE POWER CORP,2100 East Exchange Place,Tucker,GA,30084,100,221112
1000086,110010575635,2017,Chemours Johnsonville Site,1 DUPONT ROAD,NEW JOHNSONVILLE,TN,37134,Humphreys,THE CHEMOURS CO,1007 MARKET STREET,Wilmington,DE,19898,100,325131
1000087,110000338910,2017,Energy Center Dover,1280 W NORTH ST,DOVER,DE,19904,Kent,NRG ENERGY INC,804 Carnegie Center,Princeton,NJ,8540,100,221112
1000088,110002486257,2017,GSA Central Heating,325 13th STREETS SOUTHWEST,WASHINGTON,DC,20407,,US GOVERNMENT,,,,,,221330
1000089,110038495768,2017,AdvanSix Resins & Chemicals LLC,2501 MARGARET STREET,PHILADELPHIA,PA,19137,Philadelphia,ADVANSIX INC,"300 Kimball Drive, Suite 101",Parsippany,NJ,7054,100,325192
1000090,110030493437,2017,CITY OF GRAND PRAIRIE LANDFILL,1102 MACARTHUR BLVD,GRAND PRAIRIE,TX,75050,DALLAS COUNTY,CITY OF GRAND PRAIRIE,P.O. Box 534045,Grand Prairie,TX,75053,100,562212
1000091,110019898896,2017,Norwich,16 S GOLDEN ST,NORWICH,CT,6360,New London,CITY OF NORWICH CT,16 South Golden St,Norwich,CT,6360,100,221210
1000092,110001948046,2017,Kneeland Station,165 Kneeland St.,Boston,MA,2111,Suffolk,VEOLIA ENVIRONMENT NORTH AMERICAN OPERATIONS INC,"200 East Randolph St, Suite 7900",Chicago,IL,60601,100,221330
1000093,110000324435,2017,Momentive Performance Materials,260 HUDSON RIVER ROAD,WATERFORD,NY,12188,Saratoga,MOMENTIVE PERFORMANCE MATERIALS HOLDINGS LLC,260 Hudson River Road,Waterford,NY,12188,100,325211
1000094,110043969765,2017,Zia Natural Gas Company,100 Short Drive,Ruidoso Downs,NM,88346,LINCOLN COUNTY,NATURAL GAS PROCESSING CO,101 Division Street,Worland,WY,82401,100,221210
1000095,110021321693,2017,Red Oak Power LLC,832 RED OAK LANE,SAYREVILLE,NJ,8872,Middlesex,"Red Oak Power Holdings, LLC",832 Red Oak Lane,Sayreville,NJ,8872,100,221112
1000096,110012514662,2017,Southeast Chicago Energy Project,3141 EAST 96TH ST,CHICAGO,IL,60617,Cook,EXELON CORP,"10 S. Dearborn Street, 48th Floor",Chicago,IL,60680-5379,100,221112
1000097,110012168901,2017,Gila River Power Station,1250 E. Watermelon Road,Gila Bend,AZ,85337,Maricopa,SALT RIVER PROJECT,1500 N Mill Ave,Tempe,AZ,85281,25,221112
1000097,110012168901,2017,Gila River Power Station,1250 E. Watermelon Road,Gila Bend,AZ,85337,Maricopa,"CXA SUNDEVIL HOLDINGS CO, INC",6000 Legacy Drive,Plano,TX,55391,50,221112
1000097,110012168901,2017,Gila River Power Station,1250 E. Watermelon Road,Gila Bend,AZ,85337,Maricopa,TUCSON ELECTRIC POWER,3950 East Irvington Rd,Tucson,AZ,85702,25,221112
1000098,110015743383,2017,"Wise County Power Company, LLC",800 BOONS CREEK LANE,POOLVILLE,TX,76487,Wise,DYNEGY INC,"601 Travis Street, Suite 1400",Houston,TX,77002,100,221112
1000099,110070828211,2017,Robinson Refinery,400 S. Marathon Avenue,Robinson,IL,62454,Crawford,MARATHON PETROLEUM CO LP,539 South Main Street,Findlay,OH,45840,100,324110
1000100,110012268768,2017,Harquahala Generating Company,2530 NORTH 491 AVE,TONOPAH,AZ,85354,Maricopa,TALEN ENERGY CORP,835 Hamilton St,Allentown,PA,18101,100,221112
1000101,110019468057,2017,Athens Generating Company,9300 U S HIGHWAY 9W,ATHENS,NY,12015,Greene,TALEN ENERGY CORP,835 Hamilton St,Allentown,PA,18101,100,221112
1000102,110013729251,2017,Sunrise Power Company,12857 SUNRISE ROAD,FELLOWS,CA,93224,Kern,NRG ENERGY INC,211 Carnegie Center,Princeton,NJ,8540,100,221112
1000104,110000385164,2017,FORD MOTOR COMPANY - FORD OHIO ASSEMBLY PLANT,650 MILLER ROAD,AVON LAKE,OH,44012,LORAIN COUNTY,FORD MOTOR CO,One American Road,Dearborn,MI,48126,100,336111
1000105,110000888549,2017,Ardagh Glass Inc. (Dolton),13850 COTTAGE GROVE AVENUE,DOLTON,IL,60419,COOK COUNTY,ARDAGH GROUP,1209 Orange Street,Wilmington,DE,19801,100,327213
1000106,110017747205,2017,Waterford Plant,201 RIGHTEOUS RIDGE ROAD,WATERFORD,OH,45786,Washington,Lightstone Generation LLC,500 Alexander Park Dr Suite 300,Princeton,NJ,8540,100,221112
1000107,110012174627,2017,Osprey Energy Center,1651 W DERBY AVE,AUBURNDALE,FL,33823,Polk,DUKE ENERGY CORP,526 S CHURCH ST,CHARLOTTE,NC,28202,100,221112
1000108,110012158707,2017,North 1st,NORTH 1ST & 47-79 RIVER ST,BROOKLYN,NY,11211,Kings,NEW YORK POWER AUTHORITY,123 Main Street,White Plains,NY,10601,100,221112
1000109,110004588875,2017,West Lorain,7101 WEST ERIE AVE,LORAIN,OH,44053,Lorain,FIRSTENERGY GENERATION CORP,76 S Main ,Akron,OH,44308,100,221112
1000110,110035803262,2017,Midulla Generating Station,6697 COUNTY ROAD 663,BOWLING GREEN,FL,33834,Hardee,SEMINOLE ELECTRIC COOPERATIVE INC,16313 North Dale Mabry Highway,Tampa,FL,33688,100,221112
1000111,110012158734,2017,Vernon Boulevard,42 30 VERNON BLVD,LONG ISLAND CITY,NY,11427,Queens,NEW YORK POWER AUTHORITY,123 Main Street,White Plains,NY,10601,100,221112
1000112,110019827286,2017,23rd and 3rd,730 3rd Avenue,BROOKLYN,NY,11232,Kings,NEW YORK POWER AUTHORITY,123 Main Street,White Plains,NY,10601,100,221112
1000113,110028050230,2017,Pouch Terminal,143 EDGEWATER STREET,STATEN ISLAND,NY,10305,Richmond,NEW YORK POWER AUTHORITY,123 Main Street,White Plains,NY,10601,100,221112
1000114,110015378731,2017,Brentwood,PILGRIM STATE HOSPITAL/1650 ISLIP AVE,BRENTWOOD,NY,11717,Suffolk,NEW YORK POWER AUTHORITY,123 Main Street,White Plains,NY,10601,100,221112
1000115,110007007951,2017,Osceola,5200 HOLOPAW ROAD,SAINT CLOUD,FL,34773,Osceola,NRG ENERGY INC,211 Carnegie Center,Princeton,NJ,8540,100,221112
1000116,110043806548,2017,Harlem River Yard,680 780E 132ND ST,BRONX,NY,10454,Bronx,NEW YORK POWER AUTHORITY,123 Main Street,White Plains,NY,10601,100,221112
1000117,110028042767,2017,"West Valley Power, LLC",5935 WEST 4700 SOUTH,WEST VALLEY CITY,UT,84170,Salt Lake,UTAH MUNICIPAL POWER AGENCY,75 West 300 North,Spanish Fork,UT,84660,100,221112
1000118,110038098769,2017,Solway Plant,7707 CENTERLINE ROAD NW,SOLWAY,MN,56678,Beltrami,OTTER TAIL CORP,215 South Cascade Street,Fergus Falls,MN,56537,100,221112
1000119,110012514476,2017,Hoosier Energy Lawrence Co Station,1000 S OLD PALESTINE ROAD,MITCHELL,IN,47446,Lawrence,HOOSIER ENERGY REC INC,2501 South Cooperative Way,Bloomington,IN,47402-0908,100,221112
1000120,110012152053,2017,Evander Andrews Power Complex,1862 NW Mashburn Road,Mountain Home,ID,83647,Elmore,IDACORP,1221 W Idaho St,Boise,ID,83702,100,221112
1000121,110021346792,2017,Warren F. Sam Beasley Pwr Station,217 ARTISAN DRIVE,SMYRNA,DE,19977,Kent,DELAWARE MUNICIPAL ELECTRIC COORPORATION,22 Artisan Drive,Smyrna,DE,19977,100,221112
1000122,110000529376,2017,"Gilroy Energy Center, LLC for King City",51 DON BATES WAY,KING CITY,CA,93930,Monterey,CALPINE CORP,717 Texas AVe,Houston,TX,77002,100,221112
1000123,110000524969,2017,Yuba City Energy Center,875 NORTH WALTON AVE,YUBA CITY,CA,95993,Sutter,CALPINE CORP,717 Texas Ave,Houston,TX,77002,100,221112
1000124,110042043384,2017,US Steel (Clairton Coke),400 STATE ST,CLAIRTON,PA,15025,Allegheny,US STEEL CORP,600 Grant Street,Pittsburgh,PA,15219-2800,100,324199
1000125,110024408256,2017,Ackerman Combined Cycle,2510 PENSACOLA ROAD,ACKERMAN,MS,39735,Choctaw,US GOVERNMENT,,,,,,221112
1000127,110012565884,2017,Bethlehem Power Plant,2254 APPLEBUTTER ROAD,BETHLEHEM,PA,18015,Northampton,CALPINE CORP,"717 Texas Avenue, Suite 1000",Houston,TX,77002,100,221112
1000128,110015634642,2017,Indigo Generation Facility,63500 19TH AVE,NORTH PALM SPRINGS,CA,92258,Riverside,MITSUBISHI CORP (AMERICAS),655 Third Avenue,New York,NY,10017,100,221112
1000130,110040966078,2017,Hanford Energy Park Peaker,10550 IDAHO AVE,HANFORD,CA,93230,Kings,ALTAGAS LTD,"1717 McKinney Avenue, Suite 1040",Dallas,TX,75202,100,221112
1000131,110019673441,2017,Bayswater Peaking Facility,14-25 BAY 24TH ST,FAR ROCKAWAY,NY,11691,Queens,NEXTERA ENERGY RESOURCES,700 Universe Blvd,North Palm Beach,FL,33408,100,221112
1000132,110019738015,2017,Astoria Gas Turbine Power,31 01 20TH AVE,ASTORIA,NY,11105,Queens,NRG ENERGY INC,211 Carnegie Center,Princeton,NJ,8540,100,221112
1000133,110012236507,2017,Pastoria Energy Facility,39789 EDMONSTON PUMPING PLANT,LEBEC,CA,93243,Kern,CALPINE CORP,717 Texas Ave,Houston,TX,77002,100,221112
1000134,110001086547,2017,US GYPSUM - ALIQUIPPA PLANT,1 WOODLAWN ROAD,ALIQUIPPA,PA,15001,BEAVER COUNTY,USG CORP,550 W Adams Street,Chicago,IL,60661,100,327420
1000135,110015743800,2017,"LSP University Park, LLC",787 INDUSTRIAL DRIVE,UNIVERSITY PARK,IL,60466,Will,"LS Power Development, LLC","Two Tower Center, 11th Floor",East Brunswick,NJ,8816,100,221112
1000136,110013294087,2017,Riverside Energy Center,1401 W B R TOWN LINE ROAD,BELOIT,WI,53511,Rock,ALLIANT ENERGY CORP,4902 N. Biltmore Lane,Madison,WI,53718,100,221112
1000137,110043805148,2017,ST. CROIX VALLEY NATURAL GAS CO.,415 S. SECOND ST.,RIVER FALLS,WI,54022,PIERCE COUNTY,ST CROIX VALLEY NATURAL GAS CO,415 S. Second St.,River Falls,WI,54022,100,221210
1000138,110006764171,2017,Lawrenceburg Energy Facility,582 W EADS PARKWAY,LAWRENCEBURG,IN,47025,Dearborn,Lightstone Generation LLC,500 Alexander Park Dr Suite 300,Princeton,NJ,8540,100,221112
1000140,110000330829,2017,SONNEBORN LLC/PETROLIA PLT,100 SONNEBORN LN,PETROLIA,PA,16050,BUTLER COUNTY,SONNEBORN LLC,600 Parsippany Road  Suite 100,Parsippany,NJ,7054,100,324199
1000141,110031381109,2017,Blue Spruce Energy Center,1751 N POWHATON RD,AURORA,CO,80019,Adams,XCEL ENERGY,414 Nicollet Mall,Minneapolis,MN,55401,100,221112
