GHGRP FACILITY ID,FRS ID (FACILITY),REPORTING YEAR,FACILITY NAME,FACILITY ADDRESS,FACILITY CITY,FACILITY STATE,FACILITY ZIP,FACILITY COUNTY,PARENT COMPANY NAME,PARENT CO. STREET ADDRESS,PARENT CO. CITY,PARENT CO. STATE,PARENT CO. ZIP,PARENT CO. PERCENT OWNERSHIP,FACILITY NAICS CODE
1001177,110009882234,2017,McCartney Generating Station,5701 E FARM ROAD 112,STRAFFORD,MO,65757,Greene,CITY UTILITIES OF SPRINGFIELD,"301 E. Central, P.O. Box 551",Springfield,MO,65801-0551,100,221112
1001178,110013399492,2017,Chattahoochee Energy Facility,3459 HOLLINGSWORTH FERRY RD,FRANKLIN,GA,30217,Heard,OGLETHORPE POWER CORP,2100 East Excange Place,Tucker,GA,30084,100,221112
1001179,110012705956,2017,Kemper County,221 MARK COBB RD,DE KALB,MS,39328,Kemper,US GOVERNMENT,,,,,,221112
1001180,110017549624,2017,West Gardner Generating Station,18827 DILLIE ROAD,JOHNSON,KS,66021,Johnson,GREAT PLAINS ENERGY INC,1200 Main St.,Kansas City,MO,64105,100,221112
1001181,110045448262,2017,Newington,165 GOSLING RD,NEWINGTON,NH,3801,Rockingham,GRANITE SHORE POWER LLC,431 River Road,Bow,NH,3304,100,221112
1001182,110000324747,2017,Roseton Generating Facility,992 RIVER ROAD,NEWBURGH,NY,12550,Orange,Riverview Investment Holdings LLC,"c/o Castleton Commodities Management Services LLC, 2200 Atlantic Street Suite 800",Stamford,CT,06902-6834,100,221112
1001183,110042050197,2017,Holtsville Facility,MORRIS AVE,HOLTSVILLE,NY,11742,Suffolk,NATIONAL GRID USA,175 East Old Country Road,Hicksville,NY,11801,100,221112
1001186,110000420385,2017,Columbia,W8375 MURRAY RD,PARDEEVILLE,WI,53954,Columbia,INTEGRYS ENERGY GROUP INC,130 E Randolph,Chicago,IL,60601,31.8,221112
1001186,110000420385,2017,Columbia,W8375 MURRAY RD,PARDEEVILLE,WI,53954,Columbia,ALLIANT ENERGY CORP,4902 N. Biltmore Lane,Madison,WI,53718,46.2,221112
1001186,110000420385,2017,Columbia,W8375 MURRAY RD,PARDEEVILLE,WI,53954,Columbia,MGE ENERGY,133 S. Blair Street,Madison,WI,53701,22,221112
1001187,110000604141,2017,Belews Creek,3195 PINE HALL ROAD,BELEWS CREEK,NC,27052,Stokes,DUKE ENERGY CORP,526 South Church St.,Charlotte,NC,28202-1803,100,221112
1001188,110005984328,2017,Intercession City Power Plant,6525 OSCEOLA POLK LINE ROAD,INTERCESSION CITY,FL,33848,Osceola,SOUTHERN CO,30 Ivan Allen Jr. Blvd. NW,Atlanta,GA,30308,4.52,221112
1001188,110005984328,2017,Intercession City Power Plant,6525 OSCEOLA POLK LINE ROAD,INTERCESSION CITY,FL,33848,Osceola,DUKE ENERGY CORP,526 S CHURCH ST,CHARLOTTE,NC,28202,95.48,221112
1001189,110000375781,2017,Gerald Andrus,HWY 82 W,GREENVILLE,MS,38702,Washington,ENTERGY CORP,"10055 Grogan's Mill Road, Suite 400",The Woodlands,TX,77380,100,221112
1001190,110000732388,2017,Waterford 1 & 2,"17705 Highway 18, River Road",KILLONA,LA,70066,St. Charles,ENTERGY CORP,"10055 Grogan's Mill Road, Suite 400",The Woodlands,TX,77380,100,221112
1001191,110001631707,2017,Comanche (8059),6601 SE 60TH ST,LAWTON,OK,73501,Comanche,AMERICAN ELECTRIC POWER,1 Riverside Plaza,Columbus,OH,43215,100,221112
1001192,110007899970,2017,Jim Bridger,35 MILES EAST OF ROCK SPRINGS,POINT OF ROCKS,WY,82942,Sweetwater,BERKSHIRE HATHAWAY INC,"3555 Farnam Street, Suite 1440",Omaha,NE,68131,66.67,221112
1001192,110007899970,2017,Jim Bridger,35 MILES EAST OF ROCK SPRINGS,POINT OF ROCKS,WY,82942,Sweetwater,IDAHO POWER,1221 West Idaho St,Boise,ID,83702,33.33,221112
1001193,110020101922,2017,Huntington,HWY 31 10 MI W HUNTINGTON,HUNTINGTON,UT,84528,Emery,BERKSHIRE HATHAWAY INC,"3555 Farnam Street, Suite 1440",Omaha,NE,68131,100,221112
1001194,110043788327,2017,Gen J M Gavin,OHIO ROUTE 7,CHESHIRE,OH,45620,Gallia,Lightstone Generation LLC,500 Alexander Park Dr Suite 300,Princeton,NJ,8540,100,221112
1001195,110000467646,2017,Ray D Nixon,6598 RAY NIXON RD,FOUNTAIN,CO,80817,El Paso,COLORADO SPRINGS UTILITIES,P.O. Box 1103,Colorado Springs,CO,80947,100,221112
1001196,110000600788,2017,Springerville Generating Station,COUNTY ROAD #4162,SPRINGERVILLE,AZ,85938,Apache,TRI-STATE GENERATION & TRANSMISSION,1100 W. 116th Avenue,Westminster,CO,80234,25,221112
1001196,110000600788,2017,Springerville Generating Station,COUNTY ROAD #4162,SPRINGERVILLE,AZ,85938,Apache,SALT RIVER PROJECT,1521 N. Project Drive,Tempe,AZ,85281-1298,25,221112
1001196,110000600788,2017,Springerville Generating Station,COUNTY ROAD #4162,SPRINGERVILLE,AZ,85938,Apache,UNS ENERGY CORP,88 East Broadway Blvd.,Tucson,AZ,85701,50,221112
1001197,110000495508,2017,North Valmy,23755 Treaty Hill Road,VALMY,NV,89438,Humboldt,NV ENERGY,6226 West Sahara Ave,Las Vegas,NV,89146,50,221112
1001197,110000495508,2017,North Valmy,23755 Treaty Hill Road,VALMY,NV,89438,Humboldt,IDACORP,1221 W. Idaho St.,Boise,ID,83702-5627,50,221112
1001198,110056969641,2017,Cheswick,100 Pittsburgh Street,Springdale,PA,15144,Allegheny,NRG ENERGY INC,211 Carnegie Center,Princeton,NJ,8540,100,221112
1001200,110000310191,2017,General Electric Aviation,1000 WESTERN AVE,LYNN,MA,1910,Essex,GENERAL ELECTRIC CO,33-41 Farnsworth Street,Boston,MA,2210,100,336412
1001201,110000575182,2017,Logan Generating Plant,76 ROUTE 130,SWEDESBORO,NJ,8085,Gloucester,"Excalibur Power, LLC",591 West Putnam Ave.,Greenwich,CT,6830,100,221112
1001202,110000582094,2017,Pedricktown Cogeneration Plant,143 HIGHWAY 130,PEDRICKTOWN,NJ,8067,Salem,TALEN ENERGY CORP,835 Hamilton Street Suite 150,Allentown,PA,18101,100,221112
1001203,110020578891,2017,"John B. Rich Memorial Power Station, Gilberton Power Company",81 ELEANOR AVE,FRACKVILLE,PA,17931,Schuylkill,GILBERTON POWER CO,81 Eleanor Ave,Frackville,PA,17931,100,221112
1001204,110001147786,2017,Colver Green Energy,141 INTERPOWER DRIVE,COLVER,PA,15927,Cambria,INTER-POWER/AHL/CON PARTNERS LP,"2929 Allen Parkway, Suite 3275",Houston,TX,77019,100,221112
1001205,110000342371,2017,Yorktown Power Station,1600 WATERVIEW ROAD,YORKTOWN,VA,23692,York,DOMINION ENERGY INC,120 Tredegar St,Richmond,VA,23219,100,221112
1001206,110001600296,2017,"Castleton Power, LLC",1902 RIVER ROAD ROUTE 9J,CASTLETON ON HUDSON,NY,12033,Rensselaer,CASTLETON ENERGY CENTER LLC,1902 River Rd,Casleton on Hudson,NY,12033,100,221112
1001207,110000310486,2017,Bellingham,92 DEPOT ST,BELLINGHAM,MA,2019,Norfolk,NEXTERA ENERGY,700 Universe Boulevard,Juno Beach,FL,33408,100,221112
1001208,110029906127,2017,"North Jersey Energy Associates, A LP",601 JERNEE MILL ROAD,SAYREVILLE,NJ,8872,Middlesex,NEXTERA ENERGY RESOURCES,700 Universe Boulevard,Juno Beach,FL,33408,50,221112
1001208,110029906127,2017,"North Jersey Energy Associates, A LP",601 JERNEE MILL ROAD,SAYREVILLE,NJ,8872,Middlesex,DYNEGY INC,601 travis st Ste 1400,Houston,TX,77002,50,221112
1001209,110070081784,2017,Louisiana 1,GULF STATES ROAD,BATON ROUGE,LA,70821,East Baton Rouge,ENTERGY CORP,"10055 Grogan's Mill Road, Suite 400",The Woodlands,TX,77380,100,221112
1001210,110007026306,2017,Mt. Carmel Cogeneration,1226 Park Avenue,MARION HEIGHTS,PA,17832,Northumberland,MT CARMEL COGEN INC,1226 Park Avenue PO Box 409,Marion Heights,PA,17832,100,221112
1001214,110000374434,2017,LUCITE INTERNATIONAL INC,2665 FITE ROAD,MEMPHIS,TN,38127,SHELBY COUNTY,LUCITE INTERNATIONAL INC,7275 Goodlett Farms Pkwy,Cordova,TN,38016,100,325199
1001215,110000761293,2017,PASSAIC VALLEY SEWER COMM,600 WILSON AVENUE,NEWARK,NJ,7105,ESSEX COUNTY,PASSAIC VALLEY SEWERAGE COMMISSIONERS,600 Wilson Avenue,Newark,NJ,7105,100,221320
1001217,110001599789,2017,Allegany Generating Station,11537 ROUTE 19A,Portageville,NY,14536,Allegany,ALLIANCE ENERGY GROUP,110 E. Seneca St.,Sherrill,NY,13461,100,221112
1001218,110019421017,2017,Carthage Energy,701 West End Ave,Carthage,NY,13619,Jefferson,ALLIANCE ENERGY GROUP,110 E. Seneca St.,Sherrill,NY,13461,100,221112
1001220,110000330641,2017,Cambria Cogen,243 RUBISCH ROAD,EBENSBURG,PA,15931,Cambria,NORTHERN STAR GENERATION LLC,"2929 Allen Parkway, Suite 2200",Houston,TX,77019,100,221112
1001223,110000551055,2017,AES Warrior Run,11600 MEXICO FARMS RD SE,CUMBERLAND,MD,21502,Allegany,AES CORP,4300 Wilson Boulevard,Arlington,VA,22203,100,221112
1001224,110017431484,2017,Brush Power Projects,1500 S CLAYTON,BRUSH,CO,80723,Morgan,ALTAGAS LTD,"1411 Third Street, Suite A",Port Huron,MI,48060,33,221112
1001224,110017431484,2017,Brush Power Projects,1500 S CLAYTON,BRUSH,CO,80723,Morgan,BEOWULF ENERGY,"575 Broadway, 3rd Floor",New York,NY,10012,67,221112
1001225,110006625633,2017,Selkirk Cogen Partners,24 POWER PARK DRIVE,SELKIRK,NY,12158,Albany,ALTERNA CAPITAL PARTNERS,15 RIVER RD SUITE 320,WILTON,CT,6897,100,221112
1001226,110000321456,2017,"Camden Plant Holding, LLC",570 CHELTON AVE,CAMDEN,NJ,8104,Camden,TALEN ENERGY CORP,835 Hamilton Street Suite 150,Allentown,PA,18101,100,221112
1001232,110023868554,2017,Linden Cogeneration Facility,,LINDEN,NJ,7036,Union,HIGHSTAR LINDEN MAIN INTERCO LLC,"c/o Highstar Capital, LP, 277 Park Avenue, 45th Floor",New York City,NY,10003,11.036,221112
1001232,110023868554,2017,Linden Cogeneration Facility,,LINDEN,NJ,7036,Union,HIGHSTAR LINDEN CIV A LLC,"c/o Highstar Capital, LP, 277 Park Avenue, 45th Floor",New York City,NY,10003,11.5443,221112
1001232,110023868554,2017,Linden Cogeneration Facility,,LINDEN,NJ,7036,Union,GENERAL ELECTRIC CO,3135 Easton Turnpike,Fairfield,CT,6828,0,221112
1001232,110023868554,2017,Linden Cogeneration Facility,,LINDEN,NJ,7036,Union,AEIF LINDEN SPV LLC,"c/o Ares Management LLC Three Charles River Place, Suite 101, 63 Kendrick Street",Needham,MA,2494,50,221112
1001232,110023868554,2017,Linden Cogeneration Facility,,LINDEN,NJ,7036,Union,HIGHSTAR LINDEN CIV B LLC,"c/o Highstar Capital, LP, 277 Park Avenue, 45th Floor",New York City,NY,10003,11.5443,221112
1001232,110023868554,2017,Linden Cogeneration Facility,,LINDEN,NJ,7036,Union,HIGHSTAR LINDEN PRISM/IV-A INTERCO LLC,"c/o Highstar Capital, LP, 277 Park Avenue, 45th Floor",New York City,NY,10003,15.8754,221112
1001233,110000584421,2017,Northeastern Power Company,RT 309 SOUTH,MCADOO,PA,18237,Schuylkill,DYNEGY INC,"601 Travis Street, Suite 1400",Houston,TX,77002,100,221112
1001234,110034921538,2017,New Gulf Power Facility,206 VAT ROAD #A,BOLING,TX,77420,Wharton,GDF SUEZ ENERGY NORTH AMERICA INC,"1990 Post Oak Blvd., Suite 1900",Houston,TX,77056,100,221112
1001236,110001085646,2017,PEI Power Corporation,170 Cogen Rd,ARCHBALD,PA,18403,Lackawanna,ENERGY TRANSFER PARTNERS LP,3300 Oak Lawn Avenue,Dallas,TX,75219,100,221119
1001237,110007334072,2017,Verso Luke LLC,300 PRATT STREET,LUKE,MD,21540,Allegany,VERSO CORP,6775 Lenox Center Court Suite 400,Memphis,TN,38115,100,322110
1001238,110001576376,2017,Bethpage Energy Center,939 SOUTH BROADWAY,HICKSVILLE,NY,11801,Nassau,CALPINE CORP,"717 Texas Avenue, Suite 1000		",Houston,TX,77002,100,221112
1001239,110001539050,2017,Newark Bay Cogen,414 462 AVE P,NEWARK,NJ,7105,Essex,TALEN ENERGY CORP,"835 Hamilton Street, Suite 150",Allentown,PA,18101,100,221112
1001240,110001587603,2017,Indeck-Silver Springs Energy Center,1 INDECK DRIVE,SILVER SPRINGS,NY,14550,Wyoming,INDECK ENERGY,"600 N. Buffalo Grove Rd., #300",Buffalo Grove,IL,60089,100,221112
1001241,110001599994,2017,Indeck-Oswego Energy Center,105 MITCHELL ST,OSWEGO,NY,13126,Oswego,INDECK ENERGY,105 Mitchell Street,Oswego,NY,13126,100,221112
1001242,110001600170,2017,Indeck-Yerkes Energy Center,1 SHERIDAN DRIVE,TONAWANDA,NY,14150,Erie,INDECK ENERGY,1 Sheridan Drive,Tonawanda,NY,14150,100,221112
1001243,110000324934,2017,Indeck-Corinth Energy Center,24 WHITE ST,CORINTH,NY,12822,Saratoga,INDECK ENERGY,24 White Street,Corinth,NY,12822,100,221112
1001244,110000584537,2017,Procter & Gamble Paper Products,ROUTE 87,MEHOOPANY,PA,18629,Wyoming,PROCTER & GAMBLE,One Procter & Gamble Plaza,Cincinnati,OH,45201,100,322121
1001245,110070081785,2017,Covanta Niagara,100 ENERGY BOULEVARD & 56TH STREET,NIAGARA FALLS,NY,14304,Niagara,COVANTA ENERGY,445 South Street,Morristown,NJ,7960,100,221119
1001246,110000317826,2017,"Bayonne Plant Holding, LLC",10 HOOK ROAD,BAYONNE,NJ,7002,Hudson,TALEN ENERGY CORP,"835 Hamilton Street, Suite 150",Allentown,PA,18101,100,221112
1001247,110001403749,2017,Capitol District Energy Center,490 CAPITOL AVE,HARTFORD,CT,6106,Hartford,Capitol District Energy Center Cogeneration Associates,490 Capitol Avenue,Hartford,CT,6106,100,221112
1001248,110046445548,2017,Eagle Point Power Generation,1250 Crown Point Road,WESTVILLE,NJ,8093,Gloucester,ROCKLAND CAPITAL LLC,"24 Waterway Avenue, Suite 800",The Woodlands,TX,77380,100,221112
1001249,110010970235,2017,Rausch Creek Generation LLC,490 West Main Street,TREMONT,PA,17981,Schuylkill,WESTWOOD GENERATION LLC,490 WEST MAIN STREET,TREMONT,PA,17981,100,221112
1001250,110043972323,2017,MICHIGAN STATE UNIVERSITY,354 Service Rd.,EAST LANSING,MI,48824,INGHAM COUNTY,MICHIGAN STATE UNIVERSITY,450 Hannah Administration Building,East Lansing,MI,48824,100,611310
1001251,110043972699,2017,ILLINOIS GAS COMPANY,1927 MILLER DR,OLNEY,IL,62450,RICHLAND COUNTY,ILLINOIS GAS CO,"1927 MILLER DR., PO BOX 490",OLNEY,IL,62450,100,221210
1001252,110030471610,2017,Panther Creek Energy Facility,4 DENNISON ROAD,NESQUEHONING,PA,18240,Carbon,OLYMPUS POWER LLC,4 Dennison Road,Nesquehoning,PA,18240,100,221112
1001253,110001540681,2017,"EFS Parlin Holdings, LLC",790 WASHINGTON ROAD,PARLIN,NJ,8859,Middlesex,GENERAL ELECTRIC CO,3135 Easton Turnpike,Fairfield,CT,6828,100,221112
1001254,110064648911,2017,Hardee Power Station,6695 COUNTY ROAD 663 N,BOWLING GREEN,FL,33834,Hardee,MARUBENI POWER AMERICA INC,1209 Orange Street,Wilmington,DE,19801,49,221112
1001254,110064648911,2017,Hardee Power Station,6695 COUNTY ROAD 663 N,BOWLING GREEN,FL,33834,Hardee,INVENERGY LLC,"1 S. Wacker Drive, Suite 1900",Chicago,IL,60606,51,221112
1001255,110002404390,2017,Bellemeade Power Station,1860 COMMERCE ROAD,RICHMOND,VA,23224,Richmond,DOMINION ENERGY INC,120 Tredegar St,Richmond,VA,23219,100,221112
1001256,110005981296,2017,Scrubgrass Generating Plant,2151 LISBON ROAD,KENNERDELL,PA,16374,Venango,ASPEN SCRUBGRASS PARTICIPANT LLC (OLYMPUS POWER LLC),2151 Lisbon Road,Kennerdell,PA,16374,30,221112
1001256,110005981296,2017,Scrubgrass Generating Plant,2151 LISBON ROAD,KENNERDELL,PA,16374,Venango,Q Power LLC,605 Bending Oak Lane,Pittsburgh,PA,15238,70,221112
1001257,110001603809,2017,Carr Street Generating Station,64 CARR ST,EAST SYRACUSE,NY,13057,Onondaga,BROOKFIELD RENEWABLE ENERGY PARTNERS LP,200 Donald Lynch Boulevard,Marlborough,MA,1752,100,221112
1001258,110069998647,2017,Ocean State Power,1575 SHERMAN FARM ROAD,HARRISVILLE,RI,2830,Providence,"LS Power Development, LLC","Two Tower Center, 11th Floor",East Brunswick,NJ,8816,100,221112
1001259,110017409286,2017,Doswell Limited Partnership,10098 OLD RIDGE ROAD,ASHLAND,VA,23005,Hanover,LS POWER GROUP,"1700 N. Broadway, 35th Floor",New York,NY,10019,100,221112
1001260,110001575787,2017,Nassau Energy LLC,185 CHARLES LINDBERGH BLVD,GARDEN CITY,NY,11530,Nassau,GDF SUEZ ENERGY NORTH AMERICA INC,"1990 Post Oak Boulevard, Suite 1900",Houston,TX,77056,100,221112
1001261,110000336994,2017,Philadelphia Refinery,3144 PASSYUNK AVENUE,PHILADELPHIA,PA,19145,Philadelphia,PHILADELPHIA ENERGY SOLUTIONS LLC,1735 MARKET STREET,PHILADELPHIA,PA,19103,100,324110
1001262,110010992729,2017,Merck & Company - West Point,770 SUMNEY TOWN PIKE,WEST POINT,PA,19486,Montgomery,MERCK & CO INC,2000 Galloping Hill Road,Kenilworth,NJ,7033,100,325414
1001263,110002936538,2017,"Delta Energy Center, LLC",1200 ARCY LANE,PITTSBURG,CA,94565,Contra Costa,CALPINE CORP,717 Texas Ave,Houston,TX,77002,100,221112
1001264,110000324364,2017,Rensselaer Cogen,39 RIVERSIDE AVE,RENSSELAER,NY,12144,Rensselaer,Riverview Investment Holdings LLC,"c/o Castleton Commodities Management Services LLC, 2200 Atlantic Street, Suite 800",Stamford,CT,06902-6834,100,221112
1001265,110000326530,2017,Lockport,5087 JUNCTION ROAD,LOCKPORT,NY,14094,Niagara,OPGA LOCKPORT LLC,one lexington ave,white plains,NY,10601,24.3,221112
1001265,110000326530,2017,Lockport,5087 JUNCTION ROAD,LOCKPORT,NY,14094,Niagara,LOCKPORT POWER COGENERATION LLC,one riverchase pkwy south 3544 ,birmingham,AL,35244,24.3,221112
1001265,110000326530,2017,Lockport,5087 JUNCTION ROAD,LOCKPORT,NY,14094,Niagara,LOCKPORT LP LLC,1 North Lexington,white plains,NY,10601,51.4,221112
1001267,110000459753,2017,Fort Worth Brewery,7001 S. FWY.,FORT WORTH,TX,76134,TARRANT COUNTY,MILLERCOORS LLC,250 Wacker Drive Suite 800,Chicago,IL,60606,100,312120
1001268,110007990246,2017,KIAC Cogeneration,JFK AIRPORT BUILDING 49,JAMAICA,NY,11430,Queens,CALPINE CORP,"717 Texas Avenue, Suite 1000",Houston,TX,77002,100,221112
1001269,110001599958,2017,Fortistar North Tonawanda Inc,1070 ERIE AVE,NORTH TONAWANDA,NY,14120,Niagara,FORTISTAR LLC,"One North Lexington Ave, Suite 260",White Plains,NY,10601,100,221112
1001270,110019611375,2017,Nissequogue Cogen,GYMNASIUM ROAD,STONY BROOK,NY,11794,Suffolk,CALPINE CORP,"717 Texas Avenue, Suite 1000",Houston,TX,77002,100,221112
1001271,110069998647,2017,Ocean State Power II,1575 SHERMAN FARM ROAD,HARRISVILLE,RI,2830,Providence,"LS Power Development, LLC","Two Tower Center, 11th Floor",East Brunswick,NJ,8816,100,221112
1001272,110002394597,2017,Orange Cogeneration Facility,1901 CLEAR SPRINGS ROAD,BARTOW,FL,33830,Polk,NORTHERN STAR GENERATION LLC,2929 Allen Pkwy,Houston ,TX,77019,100,221112
1001274,110001411623,2017,Quantum Pasco Power,14850 OLD SR 23,DADE CITY,FL,33523,Pasco,ROCKLAND CAPITAL LLC,"24 Waterway Avenue, Suite 800",The Woodlands,TX,77380,100,221112
1001275,110017409393,2017,Mulberry Cogeneration Facility,3600 HIGHWAY 555,BARTOW,FL,33830,Polk,NORTHERN STAR GENERATION LLC,2929 Allen Parkway,Houston,TX,77019,100,221112
1001276,110005626723,2017,Orlando CoGen,8275 EXCHANGE DRIVE,ORLANDO,FL,32809,Orange,ATLANTIC POWER CORP,200 Clarendon Street 25th Floor,Boston,MA,2116,50,221112
1001276,110005626723,2017,Orlando CoGen,8275 EXCHANGE DRIVE,ORLANDO,FL,32809,Orange,NORTHERN STAR GENERATION LLC,2929 Allen Parkway Suite 200,Houston,TX,77019,50,221112
1001277,110043952283,2017,NSTAR Gas Company,1 NSTAR Way,Westwood,MA,2090,NORFOLK COUNTY,EVERSOURCE ENERGY,P.O. Box 270,Hartford,CT,06141-0270,100,221210
1001278,110000542994,2017,"Saranac Power Partners, LP",99 WEED ST,PLATTSBURGH,NY,12901,Clinton,WALTER SCOTT JR,3555 Farnam Street,Omaha,NE,68131,7.4,221112
1001278,110000542994,2017,"Saranac Power Partners, LP",99 WEED ST,PLATTSBURGH,NY,12901,Clinton,OSAKA GAS ENERGY AMERICA CORP,"One North Lexingtion Avenue, Suite 504",White Plains,NY,10601,20,221112
1001278,110000542994,2017,"Saranac Power Partners, LP",99 WEED ST,PLATTSBURGH,NY,12901,Clinton,GREG ABEL,666 Grand Avenue,Des Moines,IA,50309,0.8,221112
1001278,110000542994,2017,"Saranac Power Partners, LP",99 WEED ST,PLATTSBURGH,NY,12901,Clinton,BERKSHIRE HATHAWAY INC,3555 Farnam Street,Omaha,NE,68131,71.8,221112
1001279,110001959195,2017,Tanner Street Generation,2 TANNER ST,LOWELL,MA,1852,Middlesex,TANNER STREET GENERATION LLC,9 Federal Street,Easton,MD,21601,100,221112
1001280,110019446517,2017,Massena Energy Facility,ALCOA POWER CANAL ROAD,MASSENA,NY,13662,St. Lawrence,ALLIANCE ENERGY GROUP,110 E. Seneca St.,Sherrill,NY,13461,100,221112
1001281,110017435701,2017,"Pratt & Whitney, East Hartford",400 MAIN,EAST HARTFORD,CT,6108,Hartford,UNITED TECHNOLOGIES CORP,10 Farm Springs Road,Farmington,CT,6032,100,336412
1001282,110006812716,2017,St. Nicholas Cogeneration Project,120 Yatesville Road,SHENANDOAH,PA,17976,Schuylkill,SCHUYLKILL ENERGY RESOURCES INC,120 Yatesville Road,Shenandoah,PA,18252,100,221112
1001283,110000321811,2017,Lakewood Cogeneration,123 ENERGY WAY,LAKEWOOD,NJ,8701,Ocean,OSAKA GAS ENERGY AMERICA CORP,"1 North Lexington Avenue, Suite 504,",White Plains,NY,10601,20,221112
1001283,110000321811,2017,Lakewood Cogeneration,123 ENERGY WAY,LAKEWOOD,NJ,8701,Ocean,Nautilus Power LLC,9405 Arrowpoint Boulevard,Charlotte,NC,28273-8110,80,221112
1001285,110070081786,2017,Grays Ferry Cogen Partnership,2600 CHRISTIAN ST,PHILADELPHIA,PA,19146,Philadelphia,VEOLIA ENVIRONMENT NORTH AMERICAN OPERATIONS INC,"200 East Randolph St, Suite 7900",Chicago,IL,60601,100,221330
1001286,110006091353,2017,Milagro Gas Plant,"1754 Arroyo Dr,",BLOOMFIELD,NM,87413,San Juan,WILLIAMS PARTNERS LP,One Williams Center,Tulsa,OK,74172,100,213112
1001287,110000459012,2017,Johnson County Generation Facility,831 SPARKS DR,CLEBURNE,TX,76033,Johnson,BRAZOS ELECTRIC POWER COOPERATIVE INC,7616 Bagby Ave,Waco,TX,76712,100,221112
1001288,110000852051,2017,Brandywine Power Facility,16400 MATTAWOMAN DRIVE,BRANDYWINE,MD,20613,Prince George'S,KMC THERMO LLC,"815 Walker Street, Suite 1600",Houston,TX,77002,100,221112
1001289,110002152795,2017,MIT Central Utility Plant,59 VASSAR ST,CAMBRIDGE,MA,2139,Middlesex,MASSACHUSETTS INSTITUTE OF TECHNOLOGY,77 Massachusetts Avenue,Cambridge,MA,02139-4307,100,611310
1001290,110001807634,2017,ILLINOIS STATE UNIVERSITY,100 S. UNIVERSITY ST.,NORMAL,IL,61790,MCLEAN COUNTY,STATE OF ILLINOIS,100 N University St ,Normal,IL,61761-4402,100,611310
1001291,110000423658,2017,Cottage Grove Cogeneration,9525 105TH ST COURT S,COTTAGE GROVE,MN,55016,Washington,POLARIS COTTAGE GROVE LLC,"7500 College Blvd, Suite 400",Overland Park,KS,66210,34,221112
1001291,110000423658,2017,Cottage Grove Cogeneration,9525 105TH ST COURT S,COTTAGE GROVE,MN,55016,Washington,OGPA COTTAGE GROVE LLC,"1 North Lexington Avenue, Suite 504",White Plains,NY,10601,26.78,221112
1001291,110000423658,2017,Cottage Grove Cogeneration,9525 105TH ST COURT S,COTTAGE GROVE,MN,55016,Washington,DE SHAW & CO,"1166 Avenue of the Americas, Ninth Floor",New York,NY,10036,38.22,221112
1001291,110000423658,2017,Cottage Grove Cogeneration,9525 105TH ST COURT S,COTTAGE GROVE,MN,55016,Washington,LSP-COTTAGE GROVE LLC,9525 105th Street South,Cottage Grove,MN,55016,1,221112
1001292,110043795970,2017,Whitewater Cogeneration Facility,111 COUNTY HWY U,WHITEWATER,WI,53190,Jefferson,LSP-WHITEWATER LP,111 County Highway U,Whitewater,WI,53190,1,221112
1001292,110043795970,2017,Whitewater Cogeneration Facility,111 COUNTY HWY U,WHITEWATER,WI,53190,Jefferson,DE SHAW & CO,"1166 Avenue of Americas, Ninth Floor",New York,NY,10036,39.17,221112
1001292,110043795970,2017,Whitewater Cogeneration Facility,111 COUNTY HWY U,WHITEWATER,WI,53190,Jefferson,OGPA WHITEWATER LLC,"1 North Lexington Avenue, Suite 504",White Plains,NY,10601,25.83,221112
1001292,110043795970,2017,Whitewater Cogeneration Facility,111 COUNTY HWY U,WHITEWATER,WI,53190,Jefferson,POLARIS WHITEWATER LLC,"7500 College Blvd, Suite 400",Overland Park,KS,66210,34,221112
1001293,110000415505,2017,ROQUETTE AMERICA INC,1003 S. 5TH ST.,KEOKUK,IA,52632,LEE COUNTY,ROQUETTE AMERICA INC,1003 S. 5th St.,Keokuk,IA,52632,100,311221
1001294,110001937922,2017,Dighton,1450 SOMERSET AVE,DIGHTON,MA,2715,Bristol,DYNEGY INC,601 Travis Street Suite 1400,Houston,TX,77002,100,221112
1001295,110043815565,2017,De Pere Energy Center,112 N 5TH ST,DE PERE,WI,54115,Brown,WEC Energy Group,231 W. Michigan St.,Milwaukee,WI,53203,100,221112
1001296,110063588844,2017,Pixelle Androscoggin LLC,GATE 15 300 RILEY ROAD,JAY,ME,4239,Franklin,VERSO CORP,8540 Gander Creek Drive,Miamisburg,OH,45342,100,221112
1001297,110055506830,2017,Arrowhead Landfill,622 Tayloe Road,Uniontown,AL,36786,PERRY COUNTY,PERRY COUNTY ASSOCIATES LLC,"134 Riverstone Terrace, Suite 203",Canton,GA,30114,100,562212
1001298,110002059361,2017,Berkshire Power,36 MOYLAN LANE,AGAWAM,MA,1001,Hampden,EIF BERKSHIRE HOLDINGS LLC,36 Moylan Lane,Agawam,MA,1001,100,221112
1001299,110044916062,2017,Bridgeport Energy LLC,10 ATLANTIC ST,BRIDGEPORT,CT,6604,Fairfield,EMERA US HOLDINGS INC,80 Exchange Street,Bangor,ME,4401,100,221112
1001300,110000505481,2017,Pasadena Power Plant,955 PHILLIPS ROAD,PASADENA,TX,77506,Harris,CALPINE CORP,"717 Texas Avenue, Suite 1000",Houston,TX,77002,100,221112
